Prediction x (m),Prediction y (m),EKF x (m),EKF y (m),Ground-Truth x (m),Ground-Truth y (m),Time (s),Error (m)
6.95817,0.101715,6.96983,0.235616,7.2543,0.245345,13.4467,0.28464
6.96721,0.101916,6.97889,0.236031,7.2543,0.245345,13.4546,0.275565
6.97697,0.102132,6.98867,0.236478,7.2543,0.245345,13.4648,0.26578
6.98494,0.102309,6.99665,0.236845,7.2543,0.245345,13.473,0.257791
6.99496,0.102531,7.00668,0.237303,7.2543,0.245345,13.4822,0.247746
7.00253,0.102699,7.01427,0.237652,7.2543,0.245345,13.4902,0.240155
7.01297,0.102931,7.02471,0.238129,7.2543,0.245345,13.501,0.229699
7.02122,0.103114,7.03298,0.238508,7.32128,0.248604,13.5085,0.288482
7.03134,0.103338,7.04312,0.238972,7.32128,0.248604,13.519,0.278325
7.03885,0.103505,7.05066,0.239318,7.32128,0.248604,13.5271,0.270785
7.0475,0.103697,7.05933,0.239715,7.32128,0.248604,13.536,0.2621
7.05838,0.103938,7.07023,0.240213,7.32128,0.248604,13.5477,0.251189
7.06642,0.104117,7.07829,0.240583,7.32128,0.248604,13.5555,0.243126
7.07526,0.104313,7.08714,0.240988,7.32128,0.248604,13.5649,0.234263
7.08393,0.104505,7.09583,0.241387,7.38826,0.251859,13.5727,0.292619
7.09377,0.104723,7.10569,0.241838,7.38826,0.251859,13.5829,0.282748
7.10128,0.10489,7.11321,0.242183,7.38826,0.251859,13.5908,0.275221
7.11186,0.105125,7.1238,0.242667,7.38826,0.251859,13.6004,0.264625
7.11903,0.105284,7.13098,0.242998,7.38826,0.251859,13.6079,0.257433
7.12871,0.105499,7.14068,0.243442,7.38826,0.251859,13.6181,0.247721
7.13639,0.105669,7.1484,0.243796,7.38826,0.251859,13.6262,0.240001
7.14713,0.105907,7.15915,0.244287,7.45524,0.255109,13.636,0.296284
7.16085,0.106212,7.17289,0.244913,7.45524,0.255109,13.6504,0.282531
7.17006,0.106416,7.18212,0.245336,7.45524,0.255109,13.6588,0.273294
7.17934,0.106622,7.19142,0.245762,7.45524,0.255109,13.6684,0.263988
7.187,0.106792,7.1991,0.246115,7.45524,0.255109,13.6764,0.2563
7.1994,0.107067,7.21151,0.246681,7.45524,0.255109,13.6878,0.243876
7.2082,0.107263,7.22032,0.247085,7.45524,0.255109,13.6969,0.235059
7.21576,0.10743,7.22789,0.247433,7.52221,0.258357,13.7046,0.294525
7.2229,0.107589,7.23505,0.247762,7.52221,0.258357,13.7126,0.287353
7.23346,0.107823,7.24564,0.248246,7.52221,0.258357,13.7218,0.27676
7.24186,0.10801,7.25406,0.248632,7.52221,0.258357,13.7304,0.268325
7.24968,0.108183,7.26191,0.248992,7.52221,0.258357,13.7386,0.260473
7.26592,0.108544,7.27816,0.249732,7.52221,0.258357,13.7535,0.244203
7.2742,0.108727,7.28646,0.250113,7.52221,0.258357,13.7625,0.235893
7.2823,0.108907,7.29458,0.250486,7.58919,0.261604,13.7708,0.29482
7.29329,0.109151,7.30558,0.250988,7.58919,0.261604,13.7811,0.283807
7.30236,0.109352,7.31466,0.251405,7.58919,0.261604,13.79,0.274715
7.31076,0.109539,7.32308,0.251791,7.58919,0.261604,13.7988,0.266289
7.3192,0.109726,7.33153,0.252178,7.58919,0.261604,13.8065,0.257834
7.3298,0.109961,7.34216,0.252664,7.58919,0.261604,13.8163,0.247192
7.33748,0.110131,7.34986,0.253018,7.58919,0.261604,13.8241,0.239486
7.34671,0.110336,7.35911,0.253442,7.58919,0.261604,13.8338,0.230221
7.3555,0.110531,7.36792,0.253845,7.65616,0.264854,13.842,0.288451
7.36694,0.110785,7.37938,0.254369,7.65616,0.264854,13.8536,0.276979
7.37464,0.110956,7.3871,0.254723,7.65616,0.264854,13.8621,0.269256
7.38413,0.111167,7.39661,0.255159,7.65616,0.264854,13.8706,0.25974
7.3933,0.11137,7.4058,0.25558,7.65616,0.264854,13.8805,0.250541
7.40167,0.111556,7.41417,0.255964,7.65616,0.264854,13.8887,0.242155
7.41196,0.111784,7.42448,0.256436,7.65616,0.264854,13.8981,0.231843
7.42105,0.111986,7.43358,0.256853,7.72314,0.26811,13.9065,0.289788
7.43088,0.112204,7.44344,0.257304,7.72314,0.26811,13.9165,0.279917
7.43818,0.112366,7.45076,0.25764,7.72314,0.26811,13.9242,0.272586
7.44687,0.112559,7.45947,0.25804,7.72314,0.26811,13.9335,0.263864
7.45896,0.112827,7.47158,0.258593,7.72314,0.26811,13.9465,0.251742
7.46682,0.113002,7.47947,0.258955,7.72314,0.26811,13.9545,0.24385
7.47792,0.113248,7.49058,0.259463,7.72314,0.26811,13.9644,0.232727
7.48659,0.113441,7.49927,0.259862,7.79013,0.271372,13.9734,0.291083
7.49722,0.113677,7.50991,0.260349,7.79013,0.271372,13.9831,0.280433
7.50563,0.113863,7.51833,0.260735,7.79013,0.271372,13.9908,0.272002
7.51519,0.114075,7.5279,0.261174,7.79013,0.271372,14.0008,0.262423
7.52319,0.114253,7.53591,0.261542,7.79013,0.271372,14.0091,0.254406
7.53324,0.114476,7.546,0.262003,7.79013,0.271372,14.0182,0.244311
7.54198,0.11467,7.55476,0.262405,7.79013,0.271372,14.0263,0.235537
7.55179,0.114888,7.56459,0.262855,7.79013,0.271372,14.0365,0.225698
7.5661,0.115205,7.57892,0.263509,7.85711,0.274639,14.0494,0.27842
7.57437,0.115389,7.5872,0.26389,7.85711,0.274639,14.058,0.270123
7.58371,0.115596,7.59656,0.264319,7.85711,0.274639,14.0678,0.26076
7.59155,0.11577,7.60442,0.26468,7.85711,0.274639,14.0761,0.25289
7.60236,0.11601,7.61525,0.265176,7.85711,0.274639,14.0859,0.242053
7.61057,0.116192,7.62346,0.265553,7.85711,0.274639,14.0946,0.233829
7.62002,0.116402,7.63293,0.265987,7.9241,0.27791,14.1043,0.291418
7.62805,0.11658,7.64099,0.266357,7.9241,0.27791,14.1122,0.283352
7.63646,0.116766,7.64942,0.266744,7.9241,0.27791,14.1203,0.274908
7.64418,0.116938,7.65717,0.267101,7.9241,0.27791,14.1285,0.267152
7.65432,0.117163,7.66732,0.267566,7.9241,0.27791,14.1377,0.256988
7.66492,0.117398,7.67795,0.268052,7.9241,0.27791,14.1487,0.246352
7.67233,0.117563,7.68538,0.268394,7.9241,0.27791,14.1563,0.23891
7.68189,0.117775,7.69496,0.268833,7.9241,0.27791,14.1665,0.229325
7.6908,0.117972,7.70388,0.269243,7.99109,0.281181,14.1745,0.287454
7.69983,0.118173,7.71293,0.269659,7.99109,0.281181,14.1839,0.278401
7.70783,0.11835,7.72094,0.270027,7.99109,0.281181,14.1923,0.270379
7.7191,0.1186,7.73222,0.270544,7.99109,0.281181,14.2026,0.259089
7.72709,0.118778,7.74022,0.270912,7.99109,0.281181,14.2109,0.25108
7.73571,0.118969,7.74886,0.271309,7.99109,0.281181,14.2199,0.242429
7.74537,0.119183,7.75855,0.271753,7.99109,0.281181,14.2304,0.232729
7.75432,0.119382,7.76752,0.272165,8.05807,0.28445,14.2391,0.290811
7.76558,0.119632,7.77881,0.272682,8.05807,0.28445,14.251,0.279517
7.77471,0.119834,7.78795,0.273102,8.05807,0.28445,14.2596,0.270362
7.78525,0.120068,7.79851,0.273586,8.05807,0.28445,14.2704,0.259794
7.79325,0.120246,7.80653,0.273955,8.05807,0.28445,14.2789,0.251765
7.80366,0.120477,7.81694,0.274433,8.05807,0.28445,14.2882,0.24134
7.81572,0.120744,7.82902,0.274986,8.05807,0.28445,14.3006,0.229252
7.82338,0.120914,7.83669,0.275339,8.12506,0.287715,14.3087,0.288636
7.83389,0.121147,7.84722,0.275822,8.12506,0.287715,14.3183,0.278091
7.84333,0.121357,7.85669,0.276257,8.12506,0.287715,14.327,0.268615
7.85476,0.121611,7.86814,0.276781,8.12506,0.287715,14.3373,0.257154
7.8685,0.121916,7.8819,0.277411,8.12506,0.287715,14.3499,0.243377
7.87635,0.12209,7.88977,0.277773,8.12506,0.287715,14.3581,0.235501
7.88731,0.122333,7.90074,0.278276,8.12506,0.287715,14.3696,0.224516
7.89685,0.122544,7.9103,0.278715,8.19204,0.290976,14.3783,0.282011
7.90626,0.122753,7.91972,0.279148,8.19204,0.290976,14.3881,0.272578
7.91643,0.122979,7.9299,0.279616,8.19204,0.290976,14.3987,0.262381
7.92531,0.123176,7.93879,0.280024,8.19204,0.290976,14.4068,0.253485
7.93528,0.123397,7.94879,0.280483,8.19204,0.290976,14.4171,0.243479
7.94337,0.123577,7.9569,0.280856,8.19204,0.290976,14.4255,0.235355
7.95296,0.123789,7.96652,0.281298,8.19204,0.290976,14.4356,0.225728
7.96454,0.124046,7.97812,0.28183,8.25902,0.294233,14.4466,0.281168
7.97292,0.124232,7.98652,0.282216,8.25902,0.294233,14.455,0.272759
7.98236,0.124442,7.99597,0.28265,8.25902,0.294233,14.4647,0.263297
7.99124,0.124639,8.00488,0.283059,8.25902,0.294233,14.4728,0.254386
8.00095,0.124854,8.0146,0.283506,8.25902,0.294233,14.4829,0.244653
8.00881,0.125028,8.02248,0.283869,8.25902,0.294233,14.4911,0.236767
8.01993,0.125275,8.0336,0.284379,8.25902,0.294233,14.5013,0.22563
8.0279,0.125452,8.04159,0.284747,8.32599,0.297488,14.5097,0.284687
8.03829,0.125682,8.052,0.285225,8.32599,0.297488,14.5204,0.274266
8.04606,0.125855,8.0598,0.285584,8.32599,0.297488,14.5289,0.266456
8.05528,0.126059,8.06905,0.286008,8.32599,0.297488,14.538,0.257203
8.06635,0.126305,8.08013,0.286517,8.32599,0.297488,14.5496,0.246103
8.07567,0.126511,8.08947,0.286945,8.32599,0.297488,14.5581,0.236759
8.08492,0.126717,8.09874,0.287372,8.32599,0.297488,14.5677,0.227474
8.09277,0.126891,8.10661,0.287734,8.39297,0.300743,14.5758,0.286657
8.10218,0.127099,8.11603,0.288167,8.39297,0.300743,14.5856,0.277221
8.11094,0.127294,8.12481,0.28857,8.39297,0.300743,14.5936,0.268438
8.11981,0.12749,8.13369,0.288979,8.39297,0.300743,14.6028,0.259547
8.12803,0.127673,8.14192,0.289358,8.39297,0.300743,14.612,0.251309
8.13849,0.127905,8.15241,0.289839,8.39297,0.300743,14.621,0.240808
8.14617,0.128075,8.16011,0.290193,8.39297,0.300743,14.6296,0.233098
8.15548,0.128281,8.16944,0.290622,8.39297,0.300743,14.6387,0.223755
8.17049,0.128614,8.18447,0.29131,8.45995,0.304001,14.6524,0.275768
8.17857,0.128794,8.19257,0.291682,8.45995,0.304001,14.6608,0.267658
8.18872,0.129019,8.20274,0.292149,8.45995,0.304001,14.6715,0.257485
8.19987,0.129266,8.2139,0.292661,8.45995,0.304001,14.6816,0.246311
8.20779,0.129441,8.22183,0.293026,8.45995,0.304001,14.6898,0.238367
8.21801,0.129668,8.23206,0.293496,8.45995,0.304001,14.7005,0.228128
8.22747,0.129878,8.24154,0.293932,8.52693,0.307264,14.7092,0.285701
8.23704,0.13009,8.25113,0.294372,8.52693,0.307264,14.7191,0.276099
8.24451,0.130256,8.25863,0.294718,8.52693,0.307264,14.7269,0.268592
8.2561,0.130513,8.27025,0.29525,8.52693,0.307264,14.7375,0.256964
8.26939,0.130807,8.28355,0.29586,8.52693,0.307264,14.7512,0.243646
8.27661,0.130967,8.29079,0.296193,8.52693,0.307264,14.7588,0.236397
8.28856,0.131232,8.30275,0.296742,8.52693,0.307264,14.7697,0.224422
8.29723,0.131425,8.31145,0.297142,8.59391,0.310534,14.7791,0.282783
8.30611,0.131622,8.32034,0.297551,8.59391,0.310534,14.788,0.273878
8.31672,0.131857,8.33097,0.298039,8.59391,0.310534,14.7981,0.263246
8.32546,0.13205,8.33971,0.298441,8.59391,0.310534,14.8069,0.254491
8.33538,0.13227,8.34966,0.298898,8.59391,0.310534,14.817,0.244527
8.34309,0.132441,8.3574,0.299254,8.59391,0.310534,14.8251,0.236781
8.35471,0.132699,8.36905,0.299789,8.59391,0.310534,14.8358,0.225121
8.36826,0.132999,8.38262,0.300411,8.6609,0.313809,14.85,0.278606
8.37733,0.1332,8.3917,0.300828,8.6609,0.313809,14.8582,0.26951
8.38768,0.13343,8.40207,0.301305,8.6609,0.313809,14.869,0.259128
8.39625,0.13362,8.41066,0.3017,8.6609,0.313809,14.878,0.25053
8.40655,0.133848,8.42097,0.302174,8.6609,0.313809,14.8874,0.240212
8.41527,0.134041,8.42971,0.302576,8.6609,0.313809,14.8959,0.231463
8.42472,0.134251,8.43917,0.303011,8.6609,0.313809,14.9051,0.221999
8.4341,0.134459,8.44858,0.303444,8.72789,0.317085,14.915,0.279641
8.44346,0.134666,8.45796,0.303875,8.72789,0.317085,14.9235,0.270251
8.45373,0.134894,8.46826,0.304348,8.72789,0.317085,14.9344,0.259944
8.46624,0.135171,8.48079,0.304923,8.72789,0.317085,14.9463,0.247404
8.47591,0.135385,8.49048,0.305369,8.72789,0.317085,14.9548,0.237701
8.48654,0.135621,8.50113,0.305858,8.72789,0.317085,14.9658,0.22704
8.49484,0.135805,8.50944,0.306241,8.72789,0.317085,14.9745,0.218715
8.50665,0.136067,8.52127,0.306785,8.79488,0.320362,14.9851,0.273946
8.51457,0.136242,8.5292,0.30715,8.79488,0.320362,14.9934,0.266005
8.52382,0.136447,8.53846,0.307577,8.79488,0.320362,15.0031,0.256732
8.53274,0.136645,8.5474,0.307989,8.79488,0.320362,15.0113,0.247788
8.54162,0.136842,8.55631,0.308398,8.79488,0.320362,15.0204,0.238872
8.54985,0.137024,8.56456,0.308779,8.79488,0.320362,15.0296,0.230612
8.55956,0.137239,8.57429,0.309226,8.79488,0.320362,15.0379,0.22087
8.5725,0.137526,8.58726,0.309822,8.86186,0.323636,15.0513,0.274953
8.58058,0.137705,8.59536,0.310195,8.86186,0.323636,15.0599,0.266847
8.59109,0.137938,8.60588,0.310679,8.86186,0.323636,15.0694,0.25631
8.59851,0.138102,8.61332,0.311022,8.86186,0.323636,15.0773,0.248864
8.60771,0.138306,8.62254,0.311447,8.86186,0.323636,15.0868,0.239636
8.61622,0.138494,8.63105,0.31184,8.86186,0.323636,15.0966,0.231111
8.6259,0.138709,8.64075,0.312286,8.86186,0.323636,15.1046,0.221403
8.63532,0.138918,8.6502,0.312721,8.92885,0.326907,15.1148,0.279007
8.64406,0.139111,8.65897,0.313125,8.92885,0.326907,15.1237,0.270233
8.65514,0.139357,8.67007,0.313635,8.92885,0.326907,15.1337,0.259117
8.6645,0.139564,8.67945,0.314067,8.92885,0.326907,15.1436,0.249728
8.67502,0.139797,8.68999,0.314552,8.92885,0.326907,15.1546,0.239176
8.68598,0.14004,8.70097,0.315057,8.92885,0.326907,15.1646,0.228184
8.69334,0.140203,8.70835,0.315398,8.92885,0.326907,15.1722,0.220798
8.70343,0.140426,8.71845,0.315863,8.99583,0.330175,15.1828,0.277744
8.71264,0.140631,8.72768,0.316288,8.99583,0.330175,15.1913,0.268507
8.72228,0.140844,8.73733,0.316733,8.99583,0.330175,15.2012,0.258849
8.73002,0.141016,8.74508,0.317091,8.99583,0.330175,15.2093,0.251087
8.74295,0.141302,8.75804,0.317686,8.99583,0.330175,15.2212,0.238119
8.75217,0.141506,8.76729,0.318112,8.99583,0.330175,15.2307,0.228858
8.76178,0.141719,8.77692,0.318555,8.99583,0.330175,15.2408,0.219215
8.77328,0.141974,8.78844,0.319085,9.0628,0.333439,15.2513,0.274737
8.78207,0.142168,8.79725,0.319491,9.0628,0.333439,15.2604,0.265918
8.79093,0.142365,8.80613,0.3199,9.0628,0.333439,15.2697,0.25703
8.79943,0.142553,8.81464,0.320293,9.0628,0.333439,15.2776,0.248509
8.80997,0.142786,8.8252,0.320778,9.0628,0.333439,15.2884,0.237947
8.82008,0.14301,8.83533,0.321245,9.0628,0.333439,15.299,0.227807
8.82846,0.143196,8.84371,0.321632,9.0628,0.333439,15.3066,0.219412
8.83947,0.143439,8.85475,0.322139,9.12978,0.336701,15.3167,0.275419
8.84785,0.143625,8.86316,0.322527,9.12978,0.336701,15.3253,0.266998
8.85812,0.143852,8.87346,0.323,9.12978,0.336701,15.3347,0.256691
8.8696,0.144107,8.88496,0.323529,9.12978,0.336701,15.3453,0.245179
8.87898,0.144314,8.89436,0.323962,9.12978,0.336701,15.3549,0.235769
8.88829,0.14452,8.90369,0.324392,9.12978,0.336701,15.3647,0.226428
8.8971,0.144715,8.91251,0.324799,9.12978,0.336701,15.3727,0.217596
8.90754,0.144947,8.92297,0.32528,9.19676,0.339964,15.3835,0.274183
8.91574,0.145128,8.93118,0.325659,9.19676,0.339964,15.3921,0.265961
8.92776,0.145394,8.94322,0.326212,9.19676,0.339964,15.4031,0.253917
8.93615,0.14558,8.95164,0.3266,9.19676,0.339964,15.4119,0.245485
8.94449,0.145764,8.96,0.326986,9.19676,0.339964,15.4205,0.237112
8.95377,0.14597,8.96931,0.327414,9.19676,0.339964,15.4303,0.227794
8.96207,0.146154,8.97764,0.327798,9.19676,0.339964,15.4389,0.219461
8.97553,0.146452,8.99112,0.328417,9.26374,0.34323,15.453,0.273023
8.98529,0.146667,9.00089,0.328867,9.26374,0.34323,15.4626,0.263237
8.99426,0.146866,9.00989,0.329282,9.26374,0.34323,15.4712,0.254235
9.00413,0.147085,9.01978,0.329737,9.26374,0.34323,15.4816,0.244335
9.01308,0.147283,9.02874,0.33015,9.26374,0.34323,15.4897,0.235366
9.02344,0.147512,9.0391,0.330628,9.26374,0.34323,15.5004,0.224988
9.03079,0.147674,9.04647,0.330968,9.26374,0.34323,15.5082,0.217616
9.04185,0.147919,9.05756,0.331478,9.33072,0.346501,15.5183,0.273569
9.05004,0.1481,9.06577,0.331856,9.33072,0.346501,15.5269,0.265351
9.05908,0.1483,9.07484,0.332274,9.33072,0.346501,15.5364,0.256274
9.06759,0.148489,9.08338,0.332668,9.33072,0.346501,15.5458,0.24773
9.07941,0.14875,9.09522,0.333212,9.33072,0.346501,15.5561,0.235879
9.08912,0.148965,9.10495,0.33366,9.33072,0.346501,15.5662,0.226134
9.09698,0.149139,9.11283,0.334024,9.33072,0.346501,15.5746,0.218252
9.1083,0.149389,9.12416,0.334545,9.39771,0.349778,15.5848,0.273972
9.11608,0.149562,9.13195,0.334905,9.39771,0.349778,15.5928,0.266168
9.12584,0.149777,9.14173,0.335356,9.39771,0.349778,15.6031,0.256387
9.13537,0.149988,9.15129,0.335796,9.39771,0.349778,15.6121,0.246814
9.14407,0.150181,9.16002,0.336198,9.39771,0.349778,15.6208,0.238072
9.15412,0.150403,9.1701,0.336662,9.39771,0.349778,15.6312,0.227987
9.16285,0.150596,9.17885,0.337066,9.39771,0.349778,15.6403,0.219228
9.17481,0.150861,9.19083,0.337617,9.46469,0.35306,15.6525,0.274302
9.18273,0.151036,9.19877,0.337983,9.46469,0.35306,15.6609,0.266352
9.19343,0.151273,9.20949,0.338477,9.46469,0.35306,15.6706,0.255622
9.20302,0.151485,9.2191,0.33892,9.46469,0.35306,15.6805,0.246
9.21045,0.151649,9.22654,0.339264,9.46469,0.35306,15.6883,0.23855
9.21893,0.151837,9.23503,0.339656,9.46469,0.35306,15.6979,0.23005
9.22889,0.152057,9.24501,0.340116,9.46469,0.35306,15.7064,0.220063
9.23814,0.152261,9.25429,0.340543,9.53168,0.356343,15.716,0.277844
9.24597,0.152435,9.26215,0.340906,9.53168,0.356343,15.7242,0.269972
9.25783,0.152697,9.27404,0.341453,9.53168,0.356343,15.735,0.258073
9.26898,0.152944,9.28522,0.341968,9.53168,0.356343,15.7467,0.246887
9.27691,0.153119,9.29317,0.342335,9.53168,0.356343,15.7549,0.238926
9.28771,0.153358,9.30399,0.342834,9.53168,0.356343,15.7648,0.228093
9.2964,0.15355,9.3127,0.343236,9.53168,0.356343,15.7738,0.219379
9.30514,0.153743,9.32145,0.34364,9.59867,0.359626,15.7829,0.277681
9.31406,0.15394,9.33038,0.344052,9.59867,0.359626,15.7911,0.268738
9.32455,0.154172,9.34089,0.344536,9.59867,0.359626,15.802,0.258227
9.33243,0.154347,9.34878,0.344901,9.59867,0.359626,15.8102,0.250325
9.34233,0.154565,9.3587,0.345359,9.59867,0.359626,15.8193,0.24039
9.35057,0.154748,9.36697,0.345741,9.59867,0.359626,15.828,0.232112
9.35993,0.154955,9.37636,0.346174,9.59867,0.359626,15.8376,0.222713
9.37443,0.155275,9.39088,0.346841,9.66566,0.362906,15.8509,0.275246
9.38195,0.155441,9.39843,0.34719,9.66566,0.362906,15.8587,0.267687
9.39259,0.155677,9.40908,0.347682,9.66566,0.362906,15.87,0.257024
9.40192,0.155883,9.41843,0.348113,9.66566,0.362906,15.8787,0.247665
9.41096,0.156083,9.42749,0.348531,9.66566,0.362906,15.8878,0.238604
9.42074,0.156299,9.43729,0.348984,9.66566,0.362906,15.8981,0.228792
9.43,0.156504,9.44655,0.349411,9.66566,0.362906,15.9065,0.219518
9.44052,0.156736,9.4571,0.349898,9.73264,0.366184,15.9162,0.276019
9.44881,0.156919,9.46542,0.350282,9.73264,0.366184,15.9247,0.267691
9.4579,0.15712,9.47455,0.350703,9.73264,0.366184,15.9343,0.258556
9.4694,0.157374,9.48606,0.351234,9.73264,0.366184,15.9449,0.247028
9.47905,0.157588,9.49574,0.35168,9.73264,0.366184,15.9548,0.237342
9.48862,0.157799,9.50533,0.352123,9.73264,0.366184,15.9648,0.227746
9.498,0.158006,9.51473,0.352556,9.73264,0.366184,15.9734,0.21834
9.50826,0.158233,9.52501,0.353031,9.79962,0.369458,15.9842,0.275104
9.51594,0.158403,9.5327,0.353387,9.79962,0.369458,15.9923,0.267403
9.52685,0.158644,9.54362,0.353891,9.79962,0.369458,16.0023,0.25647
9.53561,0.158838,9.5524,0.354296,9.79962,0.369458,16.0115,0.247686
9.54484,0.159041,9.56165,0.354723,9.79962,0.369458,16.0211,0.238425
9.55381,0.15924,9.57065,0.355139,9.79962,0.369458,16.0305,0.229412
9.56208,0.159423,9.57895,0.355522,9.79962,0.369458,16.039,0.221105
9.57495,0.159707,9.59185,0.356116,9.8666,0.372729,16.0528,0.275253
9.58474,0.159923,9.60166,0.356569,9.8666,0.372729,16.0618,0.265431
9.59397,0.160127,9.6109,0.356995,9.8666,0.372729,16.071,0.25618
9.60313,0.160329,9.62008,0.357419,9.8666,0.372729,16.0807,0.246989
9.61077,0.160498,9.62773,0.357773,9.8666,0.372729,16.0885,0.239331
9.62019,0.160706,9.63717,0.358209,9.8666,0.372729,16.0983,0.229882
9.62801,0.160879,9.645,0.358572,9.8666,0.372729,16.1063,0.222047
9.63941,0.161131,9.65643,0.359098,9.93357,0.375999,16.1167,0.277659
9.64864,0.161335,9.6657,0.359526,9.93357,0.375999,16.1252,0.268382
9.65785,0.161538,9.67493,0.359952,9.93357,0.375999,16.1347,0.259138
9.66616,0.161722,9.68327,0.360337,9.93357,0.375999,16.1435,0.250796
9.67944,0.162015,9.69657,0.360949,9.93357,0.375999,16.1556,0.237486
9.68889,0.162224,9.70603,0.361387,9.93357,0.375999,16.1653,0.228009
9.69687,0.1624,9.71404,0.361757,9.93357,0.375999,16.1737,0.219995
9.70883,0.162664,9.72601,0.362309,10.0006,0.379269,16.1846,0.275062
9.7159,0.16282,9.7331,0.362637,10.0006,0.379269,16.1919,0.267965
9.7247,0.163014,9.74191,0.363044,10.0006,0.379269,16.2012,0.25915
9.73371,0.163213,9.75093,0.363461,10.0006,0.379269,16.2096,0.250122
9.74445,0.16345,9.7617,0.363957,10.0006,0.379269,16.2205,0.239343
9.75227,0.163623,9.76955,0.36432,10.0006,0.379269,16.2289,0.231481
9.76089,0.163814,9.77821,0.364719,10.0006,0.379269,16.2374,0.22282
9.77478,0.16412,9.79211,0.36536,10.0675,0.382543,16.2518,0.275956
9.78252,0.164291,9.79988,0.365719,10.0675,0.382543,16.26,0.268177
9.79242,0.16451,9.8098,0.366176,10.0675,0.382543,16.269,0.258251
9.80004,0.164678,9.81744,0.36653,10.0675,0.382543,16.2769,0.250608
9.80989,0.164895,9.8273,0.366985,10.0675,0.382543,16.2872,0.24073
9.8174,0.165061,9.83483,0.367334,10.0675,0.382543,16.2956,0.233194
9.83066,0.165354,9.8481,0.367945,10.0675,0.382543,16.3088,0.219913
9.84365,0.16564,9.86112,0.368544,10.1345,0.385822,16.3226,0.273943
9.8566,0.165926,9.8741,0.369142,10.1345,0.385822,16.3344,0.260951
9.86704,0.166157,9.88456,0.369625,10.1345,0.385822,16.3451,0.250478
9.88296,0.166508,9.90049,0.370358,10.1345,0.385822,16.3597,0.234533
9.89376,0.166746,9.91131,0.370857,10.1345,0.385822,16.3709,0.2237
9.90568,0.167009,9.92325,0.371408,10.2015,0.389107,16.3835,0.278815
9.91694,0.167258,9.93453,0.371928,10.2015,0.389107,16.3938,0.267523
9.92743,0.167489,9.94503,0.372413,10.2015,0.389107,16.4046,0.257014
9.93731,0.167707,9.95494,0.37287,10.2015,0.389107,16.415,0.247091
9.94705,0.167922,9.96471,0.373321,10.2015,0.389107,16.4237,0.237313
9.95725,0.168147,9.97493,0.373793,10.2015,0.389107,16.4342,0.227081
9.96575,0.168335,9.98347,0.374187,10.2015,0.389107,16.4432,0.218544
9.97941,0.168636,9.99715,0.374817,10.2685,0.392395,16.4573,0.271908
9.98898,0.168847,10.0067,0.37526,10.2685,0.392395,16.4672,0.262308
9.99669,0.169017,10.0145,0.375618,10.2685,0.392395,16.4753,0.25457
10.0072,0.16925,10.025,0.376106,10.2685,0.392395,16.4849,0.244005
10.0156,0.169434,10.0334,0.376492,10.2685,0.392395,16.4936,0.235652
10.0249,0.169639,10.0427,0.376924,10.2685,0.392395,16.5034,0.226302
10.0351,0.169864,10.0529,0.377394,10.2685,0.392395,16.5131,0.216092
10.044,0.170062,10.0619,0.377811,10.3355,0.395685,16.5219,0.274126
10.0538,0.170277,10.0717,0.378262,10.3355,0.395685,16.5322,0.264345
10.0629,0.170478,10.0808,0.378685,10.3355,0.395685,16.5405,0.255194
10.0753,0.170751,10.0933,0.379257,10.3355,0.395685,16.5533,0.242767
10.084,0.170943,10.102,0.379662,10.3355,0.395685,16.563,0.234016
10.094,0.171163,10.112,0.380123,10.3355,0.395685,16.5717,0.22403
10.1034,0.171371,10.1214,0.380559,10.3355,0.395685,16.5813,0.214576
10.1112,0.171543,10.1293,0.380922,10.4025,0.398974,16.5896,0.273799
10.1223,0.171788,10.1404,0.381435,10.4025,0.398974,16.5998,0.262675
10.1296,0.171949,10.1477,0.381775,10.4025,0.398974,16.6073,0.255345
10.1399,0.172175,10.158,0.382249,10.4025,0.398974,16.6181,0.245058
10.1494,0.172386,10.1676,0.382692,10.4025,0.398974,16.627,0.235467
10.1588,0.172593,10.177,0.383128,10.4025,0.398974,16.6365,0.226028
10.1719,0.172881,10.1901,0.383733,10.4025,0.398974,16.6503,0.212913
10.1816,0.173094,10.1998,0.38418,10.4694,0.402261,16.6592,0.270283
10.1922,0.173328,10.2104,0.384672,10.4694,0.402261,16.6701,0.259634
10.1999,0.173499,10.2182,0.385031,10.4694,0.402261,16.6783,0.251866
10.2101,0.173723,10.2283,0.385501,10.4694,0.402261,16.6875,0.241683
10.2209,0.173962,10.2392,0.386003,10.4694,0.402261,16.6987,0.230825
10.2301,0.174164,10.2484,0.386428,10.4694,0.402261,16.7071,0.221637
10.2406,0.174395,10.2589,0.386914,10.4694,0.402261,16.7167,0.211098
10.2499,0.174601,10.2683,0.387346,10.5364,0.405545,16.7252,0.268792
10.2598,0.17482,10.2782,0.387807,10.5364,0.405545,16.7357,0.258808
10.2738,0.175128,10.2922,0.388452,10.5364,0.405545,16.7484,0.244811
10.2865,0.175407,10.3049,0.389039,10.5364,0.405545,16.7617,0.232095
10.2973,0.175645,10.3157,0.389538,10.5364,0.405545,16.7729,0.221296
10.3082,0.175886,10.3267,0.390046,10.5364,0.405545,16.7829,0.210301
