Ground-Truth x (m),Ground-Truth y (m),Ground-Truth yaw (rad),Prediction x (m),Prediction y (m),Prediction yaw (rad),Time (s),Error (m)
5.62571,0.071922,0.0219837,5.84776,0.177101,0.0457197,12.2288,0.246841
5.63763,0.0721839,0.0219879,5.91473,0.180333,0.0457318,12.2396,0.298405
5.64547,0.0723563,0.0219906,5.91473,0.180333,0.0457318,12.2478,0.291074
5.65377,0.072539,0.0219934,5.91473,0.180333,0.0457318,12.2565,0.283338
5.66172,0.0727138,0.0219961,5.91473,0.180333,0.0457318,12.2649,0.275968
5.67253,0.0729517,0.0219996,5.91473,0.180333,0.0457318,12.2759,0.265993
5.68317,0.0731858,0.0220031,5.91473,0.180333,0.0457318,12.287,0.256248
5.6906,0.0733492,0.0220055,5.91473,0.180333,0.0457318,12.2936,0.249487
5.70051,0.0735673,0.0220087,5.9817,0.183564,0.045738,12.3039,0.30287
5.70833,0.0737394,0.0220112,5.9817,0.183564,0.045738,12.312,0.295559
5.71673,0.0739244,0.0220138,5.9817,0.183564,0.045738,12.3207,0.287737
5.72389,0.0740822,0.0220161,5.9817,0.183564,0.045738,12.3272,0.281088
5.73341,0.0742917,0.022019,5.9817,0.183564,0.045738,12.3371,0.272304
5.74116,0.0744624,0.0220213,5.9817,0.183564,0.045738,12.3452,0.265186
5.75052,0.0746686,0.0220242,5.9817,0.183564,0.045738,12.3538,0.256637
5.75731,0.0748181,0.0220262,5.9817,0.183564,0.045738,12.36,0.250473
5.76555,0.0749996,0.0220287,6.04867,0.186796,0.0457445,12.3684,0.305316
5.77303,0.0751645,0.0220309,6.04867,0.186796,0.0457445,12.3763,0.298324
5.78338,0.0753926,0.0220339,6.04867,0.186796,0.0457445,12.3857,0.288699
5.79065,0.0755527,0.022036,6.04867,0.186796,0.0457445,12.3923,0.281976
5.7983,0.0757212,0.0220382,6.04867,0.186796,0.0457445,12.4007,0.274926
5.80557,0.0758817,0.0220403,6.04867,0.186796,0.0457445,12.4079,0.268248
5.8137,0.0760607,0.0220426,6.04867,0.186796,0.0457445,12.4156,0.260834
5.82104,0.0762226,0.0220446,6.04867,0.186796,0.0457445,12.4229,0.25417
5.82762,0.0763677,0.0220465,6.04867,0.186796,0.0457445,12.4296,0.248228
5.83606,0.0765538,0.0220488,6.11564,0.190035,0.0457555,12.4385,0.302663
5.84373,0.076723,0.0220509,6.11564,0.190035,0.0457555,12.4454,0.295523
5.85114,0.0768863,0.0220529,6.11564,0.190035,0.0457555,12.4522,0.28866
5.85624,0.0769989,0.0220543,6.11564,0.190035,0.0457555,12.4574,0.283945
5.86134,0.0771114,0.0220557,6.11564,0.190035,0.0457555,12.4627,0.27925
5.86938,0.0772888,0.0220579,6.11564,0.190035,0.0457555,12.4713,0.271871
5.87718,0.0774607,0.0220599,6.11564,0.190035,0.0457555,12.4791,0.264762
5.88395,0.0776101,0.0220617,6.11564,0.190035,0.0457555,12.4861,0.258616
5.8892,0.077726,0.0220631,6.11564,0.190035,0.0457555,12.4915,0.253867
5.89506,0.0778554,0.0220646,6.11564,0.190035,0.0457555,12.4978,0.248592
5.90331,0.0780374,0.0220668,6.18261,0.193282,0.0457739,12.5054,0.303074
5.91022,0.0781899,0.0220685,6.18261,0.193282,0.0457739,12.5115,0.296656
5.91663,0.0783313,0.0220702,6.18261,0.193282,0.0457739,12.5181,0.290729
5.92155,0.07844,0.0220714,6.18261,0.193282,0.0457739,12.5232,0.286187
5.92677,0.0785551,0.0220728,6.18261,0.193282,0.0457739,12.5287,0.281392
5.9357,0.0787524,0.022075,6.18261,0.193282,0.0457739,12.5369,0.273211
5.94153,0.078881,0.0220765,6.18261,0.193282,0.0457739,12.5422,0.267902
5.94603,0.0789804,0.0220776,6.18261,0.193282,0.0457739,12.5469,0.263817
5.95215,0.0791155,0.0220791,6.18261,0.193282,0.0457739,12.5533,0.258282
5.95723,0.0792277,0.0220804,6.18261,0.193282,0.0457739,12.5586,0.253711
5.96374,0.0793714,0.022082,6.18261,0.193282,0.0457739,12.5646,0.247881
5.97096,0.0795309,0.0220838,6.24959,0.196538,0.0458009,12.5711,0.303136
5.97663,0.0796562,0.0220851,6.24959,0.196538,0.0458009,12.577,0.297882
5.98192,0.079773,0.0220864,6.24959,0.196538,0.0458009,12.5828,0.292996
5.98701,0.0798856,0.0220876,6.24959,0.196538,0.0458009,12.5879,0.288303
5.99145,0.0799835,0.0220887,6.24959,0.196538,0.0458009,12.5925,0.284229
5.99756,0.0801186,0.0220902,6.24959,0.196538,0.0458009,12.5984,0.278631
6.00365,0.0802532,0.0220916,6.24959,0.196538,0.0458009,12.6044,0.273077
6.0082,0.0803535,0.0220927,6.24959,0.196538,0.0458009,12.6091,0.26895
6.01329,0.0804661,0.0220939,6.24959,0.196538,0.0458009,12.6147,0.264338
6.01966,0.0806069,0.0220953,6.24959,0.196538,0.0458009,12.6212,0.258595
6.0253,0.0807315,0.0220966,6.24959,0.196538,0.0458009,12.6263,0.253539
6.0316,0.0808707,0.0220981,6.24959,0.196538,0.0458009,12.6322,0.247918
6.037,0.0809901,0.0220993,6.31658,0.199798,0.0458348,12.6376,0.304701
6.04192,0.0810988,0.0221005,6.31658,0.199798,0.0458348,12.6428,0.300149
6.04684,0.0812076,0.0221016,6.31658,0.199798,0.0458348,12.648,0.295611
6.05402,0.0813663,0.0221032,6.31658,0.199798,0.0458348,12.6545,0.289009
6.05938,0.0814847,0.0221044,6.31658,0.199798,0.0458348,12.6594,0.284101
6.06456,0.0815994,0.0221055,6.31658,0.199798,0.0458348,12.665,0.279364
6.07025,0.0817251,0.0221068,6.31658,0.199798,0.0458348,12.6707,0.274193
6.07506,0.0818315,0.0221079,6.31658,0.199798,0.0458348,12.6756,0.269832
6.08369,0.0820222,0.0221097,6.31658,0.199798,0.0458348,12.6846,0.262055
6.08845,0.0821274,0.0221107,6.31658,0.199798,0.0458348,12.6894,0.257786
6.09342,0.0822374,0.0221118,6.31658,0.199798,0.0458348,12.6947,0.253345
6.09932,0.082368,0.0221131,6.31658,0.199798,0.0458348,12.7008,0.248097
6.10437,0.0824796,0.0221141,6.38356,0.20306,0.0458718,12.706,0.305045
6.10868,0.082575,0.022115,6.38356,0.20306,0.0458718,12.7105,0.301063
6.11503,0.0827155,0.0221164,6.38356,0.20306,0.0458718,12.7165,0.295217
6.12124,0.0828528,0.0221177,6.38356,0.20306,0.0458718,12.722,0.289528
6.12649,0.082969,0.0221187,6.38356,0.20306,0.0458718,12.7274,0.284726
6.13145,0.0830786,0.0221198,6.38356,0.20306,0.0458718,12.7326,0.280215
6.13675,0.083196,0.0221209,6.38356,0.20306,0.0458718,12.7381,0.2754
6.14229,0.0833184,0.022122,6.38356,0.20306,0.0458718,12.7431,0.270398
6.14782,0.0834407,0.0221231,6.38356,0.20306,0.0458718,12.7484,0.265421
6.15525,0.0836052,0.0221246,6.38356,0.20306,0.0458718,12.7559,0.258766
6.16091,0.0837304,0.0221257,6.38356,0.20306,0.0458718,12.7617,0.25373
6.16647,0.0838534,0.0221268,6.38356,0.20306,0.0458718,12.7677,0.248804
6.17166,0.0839683,0.0221277,6.45054,0.206319,0.0459075,12.7729,0.305472
6.17828,0.0841148,0.022129,6.45054,0.206319,0.0459075,12.7797,0.299378
6.18525,0.0842691,0.0221303,6.45054,0.206319,0.0459075,12.7869,0.292989
6.19012,0.0843769,0.0221312,6.45054,0.206319,0.0459075,12.792,0.288539
6.1957,0.0845005,0.0221323,6.45054,0.206319,0.0459075,12.7979,0.283459
6.20256,0.0846524,0.0221336,6.45054,0.206319,0.0459075,12.8041,0.277239
6.20805,0.0847739,0.0221346,6.45054,0.206319,0.0459075,12.8091,0.272288
6.21267,0.0848761,0.0221354,6.45054,0.206319,0.0459075,12.8138,0.268135
6.21962,0.08503,0.0221367,6.45054,0.206319,0.0459075,12.821,0.261918
6.22465,0.0851413,0.0221376,6.45054,0.206319,0.0459075,12.8263,0.257443
6.22916,0.0852413,0.0221384,6.45054,0.206319,0.0459075,12.8311,0.253444
6.23606,0.0853939,0.0221396,6.51752,0.209573,0.0459374,12.8374,0.308562
6.24099,0.0855032,0.0221404,6.51752,0.209573,0.0459374,12.8424,0.304023
6.24577,0.085609,0.0221412,6.51752,0.209573,0.0459374,12.8474,0.29964
6.25206,0.0857483,0.0221423,6.51752,0.209573,0.0459374,12.854,0.293886
6.2569,0.0858555,0.0221431,6.51752,0.209573,0.0459374,12.8591,0.289477
6.26127,0.0859523,0.0221438,6.51752,0.209573,0.0459374,12.8636,0.285504
6.26695,0.086078,0.0221448,6.51752,0.209573,0.0459374,12.8695,0.280368
6.27183,0.0861861,0.0221456,6.51752,0.209573,0.0459374,12.8745,0.275968
6.27946,0.0863551,0.0221468,6.51752,0.209573,0.0459374,12.8828,0.269118
6.28484,0.0864744,0.0221476,6.51752,0.209573,0.0459374,12.8882,0.264311
6.29055,0.0866008,0.0221485,6.51752,0.209573,0.0459374,12.8934,0.25924
6.29631,0.0867285,0.0221494,6.51752,0.209573,0.0459374,12.8991,0.254147
6.30185,0.0868511,0.0221503,6.5845,0.212822,0.045958,12.9044,0.31037
6.30635,0.0869508,0.022151,6.5845,0.212822,0.045958,12.909,0.306233
6.3108,0.0870494,0.0221517,6.5845,0.212822,0.045958,12.9137,0.302157
6.31737,0.087195,0.0221527,6.5845,0.212822,0.045958,12.9206,0.296154
6.3223,0.0873043,0.0221534,6.5845,0.212822,0.045958,12.9251,0.291666
6.32735,0.087416,0.0221541,6.5845,0.212822,0.045958,12.9297,0.287094
6.33352,0.0875527,0.022155,6.5845,0.212822,0.045958,12.9361,0.281519
6.33812,0.0876548,0.0221557,6.5845,0.212822,0.045958,12.9408,0.277373
6.3428,0.0877585,0.0221564,6.5845,0.212822,0.045958,12.9458,0.273176
6.35031,0.0879249,0.0221574,6.5845,0.212822,0.045958,12.9526,0.266477
6.35552,0.0880404,0.0221582,6.5845,0.212822,0.045958,12.9573,0.261856
6.36086,0.0881587,0.0221589,6.5845,0.212822,0.045958,12.9622,0.257144
6.36795,0.0883158,0.0221599,6.65148,0.216066,0.0459683,12.9696,0.311886
6.37621,0.0884988,0.022161,6.65148,0.216066,0.0459683,12.9782,0.304325
6.38507,0.0886951,0.0221622,6.65148,0.216066,0.0459683,12.9863,0.296251
6.39075,0.0888211,0.0221629,6.65148,0.216066,0.0459683,12.9915,0.291096
6.39553,0.0889271,0.0221635,6.65148,0.216066,0.0459683,12.9964,0.286773
6.40218,0.0890744,0.0221644,6.65148,0.216066,0.0459683,13.0034,0.280792
6.40714,0.0891843,0.022165,6.65148,0.216066,0.0459683,13.0086,0.276347
6.41351,0.0893256,0.0221658,6.65148,0.216066,0.0459683,13.0147,0.270661
6.4202,0.089474,0.0221666,6.65148,0.216066,0.0459683,13.0206,0.264725
6.42507,0.0895819,0.0221672,6.65148,0.216066,0.0459683,13.0256,0.260432
6.42988,0.0896885,0.0221678,6.65148,0.216066,0.0459683,13.0306,0.25621
6.43602,0.0898248,0.0221685,6.71845,0.219306,0.0459708,13.0371,0.311602
6.44094,0.0899338,0.0221691,6.71845,0.219306,0.0459708,13.0422,0.307108
6.4471,0.0900704,0.0221698,6.71845,0.219306,0.0459708,13.0479,0.301494
6.45223,0.090184,0.0221704,6.71845,0.219306,0.0459708,13.0531,0.296839
6.457,0.0902898,0.022171,6.71845,0.219306,0.0459708,13.058,0.292522
6.46185,0.0903973,0.0221715,6.71845,0.219306,0.0459708,13.0631,0.288148
6.46856,0.0905463,0.0221723,6.71845,0.219306,0.0459708,13.0702,0.282113
6.47387,0.0906641,0.0221729,6.71845,0.219306,0.0459708,13.075,0.277366
6.48167,0.0908369,0.0221737,6.71845,0.219306,0.0459708,13.0831,0.270436
6.48655,0.0909452,0.0221742,6.71845,0.219306,0.0459708,13.0881,0.26612
6.49132,0.091051,0.0221748,6.71845,0.219306,0.0459708,13.0931,0.26192
6.4959,0.0911525,0.0221752,6.71845,0.219306,0.0459708,13.0982,0.257911
6.50392,0.0913304,0.0221761,6.78542,0.222545,0.0459693,13.1054,0.311492
6.50991,0.0914633,0.0221767,6.78542,0.222545,0.0459693,13.1109,0.306029
6.51664,0.0916126,0.0221774,6.78542,0.222545,0.0459693,13.1177,0.29992
6.52139,0.0917179,0.0221779,6.78542,0.222545,0.0459693,13.1227,0.295626
6.52593,0.0918186,0.0221784,6.78542,0.222545,0.0459693,13.1275,0.291534
6.5338,0.0919931,0.0221791,6.78542,0.222545,0.0459693,13.1347,0.284472
6.5396,0.0921218,0.0221797,6.78542,0.222545,0.0459693,13.1399,0.279294
6.54469,0.0922347,0.0221802,6.78542,0.222545,0.0459693,13.1451,0.274773
6.54992,0.0923509,0.0221807,6.78542,0.222545,0.0459693,13.1506,0.27014
6.5549,0.0924612,0.0221812,6.78542,0.222545,0.0459693,13.1558,0.26576
6.55942,0.0925615,0.0221817,6.78542,0.222545,0.0459693,13.1605,0.261799
6.56635,0.0927153,0.0221823,6.78542,0.222545,0.0459693,13.1673,0.255759
6.5719,0.0928383,0.0221829,6.8524,0.225787,0.0459687,13.1726,0.311322
6.58073,0.0930343,0.0221837,6.8524,0.225787,0.0459687,13.1818,0.303302
6.58575,0.0931456,0.0221842,6.8524,0.225787,0.0459687,13.1869,0.298768
6.59013,0.093243,0.0221846,6.8524,0.225787,0.0459687,13.1915,0.294814
6.59484,0.0933473,0.022185,6.8524,0.225787,0.0459687,13.1958,0.290592
6.60188,0.0935037,0.0221856,6.8524,0.225787,0.0459687,13.2031,0.284291
6.60703,0.093618,0.0221861,6.8524,0.225787,0.0459687,13.2084,0.279709
6.6119,0.0937259,0.0221865,6.8524,0.225787,0.0459687,13.2137,0.275401
6.61771,0.0938548,0.0221871,6.8524,0.225787,0.0459687,13.2196,0.27028
6.62291,0.0939701,0.0221875,6.8524,0.225787,0.0459687,13.2244,0.265721
6.62839,0.0940919,0.022188,6.8524,0.225787,0.0459687,13.2294,0.260935
6.63587,0.0942579,0.0221887,6.91937,0.229035,0.0459733,13.2371,0.314808
6.64087,0.0943689,0.0221891,6.91937,0.229035,0.0459733,13.2424,0.310263
6.64571,0.0944763,0.0221895,6.91937,0.229035,0.0459733,13.2475,0.305879
6.65209,0.0946177,0.0221901,6.91937,0.229035,0.0459733,13.2533,0.300127
6.65714,0.09473,0.0221905,6.91937,0.229035,0.0459733,13.2579,0.295582
6.66221,0.0948424,0.022191,6.91937,0.229035,0.0459733,13.2625,0.291044
6.66832,0.094978,0.0221915,6.91937,0.229035,0.0459733,13.2688,0.285598
6.67448,0.0951147,0.022192,6.91937,0.229035,0.0459733,13.2744,0.280134
6.68245,0.0952917,0.0221927,6.91937,0.229035,0.0459733,13.2819,0.273102
6.68842,0.0954242,0.0221932,6.91937,0.229035,0.0459733,13.2872,0.267875
6.69386,0.0955449,0.0221936,6.91937,0.229035,0.0459733,13.2921,0.263139
6.6987,0.0956524,0.022194,6.91937,0.229035,0.0459733,13.2971,0.258944
6.70523,0.0957972,0.0221946,6.98636,0.232289,0.0459859,13.304,0.313415
6.71033,0.0959105,0.022195,6.98636,0.232289,0.0459859,13.3093,0.308798
6.71565,0.0960287,0.0221954,6.98636,0.232289,0.0459859,13.3142,0.303993
6.72197,0.096169,0.0221959,6.98636,0.232289,0.0459859,13.32,0.298316
6.72669,0.0962737,0.0221963,6.98636,0.232289,0.0459859,13.3248,0.294094
6.7316,0.0963828,0.0221967,6.98636,0.232289,0.0459859,13.33,0.289716
6.73908,0.0965488,0.0221973,6.98636,0.232289,0.0459859,13.3378,0.28308
6.74387,0.096655,0.0221977,6.98636,0.232289,0.0459859,13.3428,0.278861
6.74919,0.0967732,0.0221981,6.98636,0.232289,0.0459859,13.3477,0.274184
6.75462,0.0968938,0.0221985,6.98636,0.232289,0.0459859,13.3533,0.26944
6.75898,0.0969905,0.0221989,6.98636,0.232289,0.0459859,13.3578,0.265657
6.76361,0.0970933,0.0221992,6.98636,0.232289,0.0459859,13.3627,0.261649
6.7718,0.0972752,0.0221999,7.05334,0.235551,0.0460067,13.3712,0.314565
6.7784,0.0974218,0.0222004,7.05334,0.235551,0.0460067,13.3772,0.308604
6.78399,0.0975459,0.0222008,7.05334,0.235551,0.0460067,13.3825,0.303579
6.78917,0.097661,0.0222012,7.05334,0.235551,0.0460067,13.3877,0.298937
6.79387,0.0977653,0.0222015,7.05334,0.235551,0.0460067,13.3926,0.294743
6.7991,0.0978815,0.0222019,7.05334,0.235551,0.0460067,13.3983,0.290095
6.80635,0.0980423,0.0222025,7.05334,0.235551,0.0460067,13.4048,0.283689
6.81165,0.0981601,0.0222029,7.05334,0.235551,0.0460067,13.4095,0.279025
6.81637,0.0982649,0.0222032,7.05334,0.235551,0.0460067,13.4144,0.274897
6.82315,0.0984154,0.0222037,7.05334,0.235551,0.0460067,13.4215,0.268999
6.82773,0.0985171,0.0222041,7.05334,0.235551,0.0460067,13.4263,0.265038
6.83334,0.0986418,0.0222045,7.05334,0.235551,0.0460067,13.4324,0.260212
6.83937,0.0987758,0.0222049,7.12032,0.238816,0.0460342,13.4377,0.314821
6.84414,0.0988817,0.0222052,7.12032,0.238816,0.0460342,13.4426,0.310523
6.8491,0.0989917,0.0222056,7.12032,0.238816,0.0460342,13.4477,0.306077
6.85508,0.0991245,0.022206,7.12032,0.238816,0.0460342,13.4541,0.300729
6.85998,0.0992335,0.0222063,7.12032,0.238816,0.0460342,13.4592,0.296358
6.86548,0.0993556,0.0222067,7.12032,0.238816,0.0460342,13.4651,0.291483
6.87099,0.099478,0.0222071,7.12032,0.238816,0.0460342,13.4706,0.286618
6.87578,0.0995843,0.0222074,7.12032,0.238816,0.0460342,13.4755,0.282409
6.88171,0.099716,0.0222078,7.12032,0.238816,0.0460342,13.4819,0.277224
6.88816,0.0998592,0.0222082,7.12032,0.238816,0.0460342,13.4885,0.271623
6.89461,0.100002,0.0222087,7.12032,0.238816,0.0460342,13.4943,0.266055
6.90138,0.100153,0.0222091,7.12032,0.238816,0.0460342,13.5005,0.260252
6.90623,0.100261,0.0222094,7.18731,0.242082,0.0460649,13.5055,0.315735
6.91109,0.100369,0.0222097,7.18731,0.242082,0.0460649,13.5105,0.311364
6.91685,0.100497,0.0222101,7.18731,0.242082,0.0460649,13.5169,0.306206
6.92329,0.10064,0.0222105,7.18731,0.242082,0.0460649,13.5226,0.300473
6.92947,0.100777,0.0222109,7.18731,0.242082,0.0460649,13.5281,0.294989
6.93526,0.100905,0.0222112,7.18731,0.242082,0.0460649,13.5341,0.289882
6.94053,0.101023,0.0222115,7.18731,0.242082,0.0460649,13.5395,0.285254
6.94512,0.101125,0.0222118,7.18731,0.242082,0.0460649,13.5443,0.281236
6.95065,0.101247,0.0222121,7.18731,0.242082,0.0460649,13.5504,0.276426
6.95681,0.101384,0.0222125,7.18731,0.242082,0.0460649,13.5558,0.271104
6.96263,0.101513,0.0222128,7.18731,0.242082,0.0460649,13.5611,0.266105
6.96788,0.10163,0.0222131,7.18731,0.242082,0.0460649,13.5667,0.261622
6.97334,0.101752,0.0222134,7.2543,0.245345,0.0460941,13.5724,0.316426
6.9795,0.101888,0.0222137,7.2543,0.245345,0.0460941,13.5788,0.310911
6.98628,0.102039,0.0222141,7.2543,0.245345,0.0460941,13.585,0.304864
6.99159,0.102157,0.0222143,7.2543,0.245345,0.0460941,13.5898,0.300144
6.99687,0.102274,0.0222146,7.2543,0.245345,0.0460941,13.5953,0.295476
7.00289,0.102408,0.0222149,7.2543,0.245345,0.0460941,13.6015,0.290187
7.00821,0.102526,0.0222152,7.2543,0.245345,0.0460941,13.6071,0.285529
7.01401,0.102655,0.0222155,7.2543,0.245345,0.0460941,13.6123,0.280478
7.021,0.10281,0.0222158,7.2543,0.245345,0.0460941,13.6188,0.274433
7.02639,0.10293,0.022216,7.2543,0.245345,0.0460941,13.6243,0.269804
7.03115,0.103036,0.0222163,7.2543,0.245345,0.0460941,13.6292,0.265741
7.03714,0.103169,0.0222165,7.2543,0.245345,0.0460941,13.6355,0.260657
7.04183,0.103273,0.0222167,7.32128,0.248604,0.0461175,13.6405,0.315888
7.04718,0.103392,0.0222169,7.32128,0.248604,0.0461175,13.6453,0.311109
7.0541,0.103546,0.0222172,7.32128,0.248604,0.0461175,13.6517,0.304954
7.05935,0.103663,0.0222174,7.32128,0.248604,0.0461175,13.6571,0.300308
7.06422,0.103771,0.0222176,7.32128,0.248604,0.0461175,13.6621,0.296019
7.06998,0.103899,0.0222179,7.32128,0.248604,0.0461175,13.6682,0.290972
7.07523,0.104015,0.0222181,7.32128,0.248604,0.0461175,13.673,0.286391
7.083,0.104188,0.0222183,7.32128,0.248604,0.0461175,13.6801,0.279654
7.09004,0.104344,0.0222186,7.32128,0.248604,0.0461175,13.6874,0.273596
7.09512,0.104458,0.0222188,7.32128,0.248604,0.0461175,13.6927,0.269251
7.0999,0.104564,0.0222189,7.32128,0.248604,0.0461175,13.6978,0.265197
7.10659,0.104712,0.0222191,7.38826,0.251859,0.046132,13.7039,0.318688
7.11231,0.104839,0.0222193,7.38826,0.251859,0.046132,13.7091,0.313581
7.11771,0.10496,0.0222195,7.38826,0.251859,0.046132,13.7151,0.30878
7.12388,0.105097,0.0222197,7.38826,0.251859,0.046132,13.7211,0.303328
7.12843,0.105198,0.0222198,7.38826,0.251859,0.046132,13.7258,0.299324
7.13321,0.105304,0.0222199,7.38826,0.251859,0.046132,13.7309,0.295126
7.14145,0.105487,0.0222201,7.38826,0.251859,0.046132,13.7383,0.287944
7.14566,0.105581,0.0222202,7.38826,0.251859,0.046132,13.7427,0.284295
7.14987,0.105674,0.0222203,7.38826,0.251859,0.046132,13.7471,0.280664
7.15674,0.105827,0.0222205,7.38826,0.251859,0.046132,13.7543,0.274768
7.1614,0.10593,0.0222206,7.38826,0.251859,0.046132,13.7592,0.2708
7.16672,0.106049,0.0222207,7.38826,0.251859,0.046132,13.7641,0.266293
7.17397,0.10621,0.0222209,7.38826,0.251859,0.046132,13.7707,0.260202
7.17896,0.106321,0.022221,7.45524,0.255109,0.0461374,13.7758,0.314706
7.18653,0.106489,0.0222211,7.45524,0.255109,0.0461374,13.7838,0.307994
7.19199,0.10661,0.0222212,7.45524,0.255109,0.0461374,13.7896,0.303187
7.19784,0.10674,0.0222213,7.45524,0.255109,0.0461374,13.7949,0.298059
7.20577,0.106916,0.0222214,7.45524,0.255109,0.0461374,13.8023,0.291148
7.21098,0.107032,0.0222215,7.45524,0.255109,0.0461374,13.8075,0.286637
7.21585,0.107141,0.0222216,7.45524,0.255109,0.0461374,13.8127,0.282439
7.22363,0.107313,0.0222217,7.45524,0.255109,0.0461374,13.8209,0.275786
7.23033,0.107462,0.0222218,7.45524,0.255109,0.0461374,13.8271,0.270099
7.23906,0.107656,0.0222219,7.45524,0.255109,0.0461374,13.8362,0.262765
7.24629,0.107817,0.0222219,7.52221,0.258357,0.0461357,13.8438,0.315227
7.25728,0.108061,0.022222,7.52221,0.258357,0.0461357,13.8537,0.305529
7.26342,0.108198,0.0222221,7.52221,0.258357,0.0461357,13.8592,0.300151
7.26812,0.108302,0.0222221,7.52221,0.258357,0.0461357,13.8641,0.296058
7.27724,0.108505,0.0222222,7.52221,0.258357,0.0461357,13.8737,0.288164
7.29182,0.108829,0.0222222,7.52221,0.258357,0.0461357,13.887,0.275703
7.29703,0.108945,0.0222223,7.52221,0.258357,0.0461357,13.8923,0.271293
7.30148,0.109044,0.0222223,7.52221,0.258357,0.0461357,13.8969,0.267564
7.31058,0.109246,0.0222223,7.58919,0.261604,0.0461309,13.9067,0.318444
7.31819,0.109415,0.0222223,7.58919,0.261604,0.0461309,13.9136,0.311723
7.32775,0.109628,0.0222224,7.58919,0.261604,0.0461309,13.9235,0.303346
7.33507,0.10979,0.0222224,7.58919,0.261604,0.0461309,13.9312,0.296974
7.34584,0.11003,0.0222224,7.58919,0.261604,0.0461309,13.9424,0.28769
7.35687,0.110275,0.0222224,7.58919,0.261604,0.0461309,13.9537,0.278284
7.364,0.110433,0.0222224,7.58919,0.261604,0.0461309,13.9611,0.272276
7.37421,0.11066,0.0222224,7.58919,0.261604,0.0461309,13.9719,0.263763
7.38785,0.110963,0.0222224,7.65616,0.264854,0.0461279,13.9859,0.310231
7.39485,0.111119,0.0222224,7.65616,0.264854,0.0461279,13.9933,0.304123
7.4066,0.11138,0.0222224,7.65616,0.264854,0.0461279,14.0041,0.293949
7.41633,0.111596,0.0222224,7.65616,0.264854,0.0461279,14.0142,0.28562
7.42496,0.111788,0.0222224,7.65616,0.264854,0.0461279,14.0231,0.278312
7.43247,0.111955,0.0222223,7.65616,0.264854,0.0461279,14.0311,0.272004
7.44411,0.112214,0.0222223,7.72314,0.26811,0.0461305,14.0416,0.32052
7.4532,0.112416,0.0222223,7.72314,0.26811,0.0461305,14.051,0.31254
7.46006,0.112568,0.0222223,7.72314,0.26811,0.0461305,14.0582,0.306553
7.46812,0.112747,0.0222223,7.72314,0.26811,0.0461305,14.0672,0.299577
7.47621,0.112927,0.0222223,7.72314,0.26811,0.0461305,14.0752,0.292628
7.48519,0.113127,0.0222222,7.72314,0.26811,0.0461305,14.0845,0.284977
7.49125,0.113262,0.0222222,7.72314,0.26811,0.0461305,14.0909,0.279866
7.49852,0.113423,0.0222222,7.72314,0.26811,0.0461305,14.0976,0.273778
7.50722,0.113617,0.0222222,7.72314,0.26811,0.0461305,14.1067,0.266576
7.5149,0.113787,0.0222222,7.79013,0.271372,0.046141,14.1136,0.318052
7.52271,0.113961,0.0222221,7.79013,0.271372,0.046141,14.1207,0.31123
7.52947,0.114111,0.0222221,7.79013,0.271372,0.046141,14.127,0.305357
7.53832,0.114308,0.0222221,7.79013,0.271372,0.046141,14.1361,0.297735
7.54483,0.114452,0.0222221,7.79013,0.271372,0.046141,14.1429,0.292179
7.55019,0.114572,0.0222221,7.79013,0.271372,0.046141,14.1488,0.287621
7.55776,0.11474,0.0222221,7.79013,0.271372,0.046141,14.1553,0.28125
7.56379,0.114874,0.022222,7.79013,0.271372,0.046141,14.1608,0.27621
7.57168,0.115049,0.022222,7.79013,0.271372,0.046141,14.1691,0.269682
7.57726,0.115173,0.022222,7.85711,0.274639,0.0461599,14.1749,0.322985
7.58672,0.115383,0.022222,7.85711,0.274639,0.0461599,14.1835,0.314719
7.59319,0.115527,0.022222,7.85711,0.274639,0.0461599,14.1895,0.309099
7.59876,0.115651,0.022222,7.85711,0.274639,0.0461599,14.1952,0.304294
7.60635,0.11582,0.0222219,7.85711,0.274639,0.0461599,14.2032,0.29779
7.61191,0.115943,0.0222219,7.85711,0.274639,0.0461599,14.209,0.293059
7.62001,0.116123,0.0222219,7.85711,0.274639,0.0461599,14.2166,0.286218
7.62633,0.116264,0.0222219,7.85711,0.274639,0.0461599,14.2222,0.280918
7.63169,0.116383,0.0222219,7.85711,0.274639,0.0461599,14.2277,0.276467
7.64016,0.116571,0.0222218,7.85711,0.274639,0.0461599,14.2367,0.269497
7.64959,0.116781,0.0222218,7.9241,0.27791,0.0461852,14.2454,0.319207
7.65882,0.116986,0.0222217,7.9241,0.27791,0.0461852,14.255,0.311199
7.66721,0.117172,0.0222217,7.9241,0.27791,0.0461852,14.264,0.303977
7.67849,0.117423,0.0222216,7.9241,0.27791,0.0461852,14.2742,0.294376
7.69278,0.117741,0.0222215,7.9241,0.27791,0.0461852,14.2889,0.282375
7.70199,0.117945,0.0222215,7.9241,0.27791,0.0461852,14.2991,0.274766
7.71267,0.118183,0.0222214,7.99109,0.281181,0.0462132,14.3083,0.323516
7.72124,0.118373,0.0222213,7.99109,0.281181,0.0462132,14.3172,0.316067
7.72899,0.118546,0.0222213,7.99109,0.281181,0.0462132,14.3252,0.309387
7.73847,0.118756,0.0222212,7.99109,0.281181,0.0462132,14.3339,0.301289
