Ground-Truth x (m),Ground-Truth y (m),Ground-Truth yaw (rad),Prediction x (m),Prediction y (m),Prediction yaw (rad),Time (s),Error (m)
-0.276932,0,0.00106997,0,0,0,3.54776,0.276934
-0.277153,-2.35738E-07,0.00107082,0,0,0,3.55322,0.277155
-0.277278,-3.69649E-07,0.00107131,0,0,0,3.55688,0.27728
-0.277407,-5.07797E-07,0.00107181,0,0,0,3.56075,0.277409
-0.277197,-2.82736E-07,0.00107099,0,0,0,3.56474,0.277199
-0.276894,4.14903E-08,0.00106982,0,0,0,3.57096,0.276896
-0.276973,-4.28548E-08,0.00107013,0,0,0,3.57576,0.276975
-0.252988,2.56238E-05,0.000977937,0.0986847,-0.0269908,0.00942945,3.77646,0.35281
-0.253509,2.51148E-05,0.000979935,0.0986847,-0.0269908,0.00942945,3.78601,0.353329
-0.253825,2.48048E-05,0.00098115,0.0989417,-0.0269908,0.00936729,3.79196,0.353899
-0.254045,2.45893E-05,0.000981992,0.0989417,-0.0269908,0.00936729,3.79935,0.354118
-0.253209,2.54102E-05,0.000978785,0.0989417,-0.0269908,0.00936729,3.80532,0.353285
-0.252655,2.59523E-05,0.000976659,0.0989417,-0.0269908,0.00936729,3.80985,0.352733
-0.252719,2.58891E-05,0.000976908,0.0989417,-0.0269908,0.00936729,3.81492,0.352797
-0.252805,0.000025806,0.000977234,0.0989417,-0.0269908,0.00936729,3.82057,0.352882
-0.252959,2.56551E-05,0.000977826,0.0989417,-0.0269908,0.00936729,3.82496,0.353036
-0.253132,2.54861E-05,0.000978489,0.0989417,-0.0269908,0.00936729,3.82981,0.353208
-0.252602,2.60044E-05,0.000976459,0.0989417,-0.0269908,0.00936729,3.83435,0.35268
-0.252193,2.64036E-05,0.000974893,0.0989417,-0.0269908,0.00936729,3.83789,0.352273
-0.251742,2.68431E-05,0.000973165,0.0989417,-0.0269908,0.00936729,3.84182,0.351823
-0.251802,2.67851E-05,0.000973394,0.0989417,-0.0269908,0.00936729,3.84564,0.351883
-0.251878,2.67114E-05,0.000973684,0.0989417,-0.0269908,0.00936729,3.85075,0.351958
-0.251997,2.65951E-05,0.000974142,0.0989417,-0.0269908,0.00936729,3.85425,0.352077
-0.252122,0.000026473,0.000974623,0.0991616,-0.0269984,0.00938921,3.85808,0.352423
-0.252251,2.63481E-05,0.000975115,0.0991616,-0.0269984,0.00938921,3.86196,0.35255
-0.251703,2.68824E-05,0.000973013,0.0991616,-0.0269984,0.00938921,3.86667,0.352004
-0.251281,2.72924E-05,0.000971398,0.0991616,-0.0269984,0.00938921,3.87021,0.351584
-0.251617,2.69659E-05,0.000972684,0.0991616,-0.0269984,0.00938921,3.87411,0.351919
-0.251974,2.66189E-05,0.00097405,0.0991616,-0.0269984,0.00938921,3.87812,0.352275
-0.252335,2.62676E-05,0.00097543,0.0991616,-0.0269984,0.00938921,3.8824,0.352634
-0.252721,2.58908E-05,0.000976914,0.0991616,-0.0269984,0.00938921,3.88616,0.353019
-0.253136,0.000025486,0.000978505,0.0991616,-0.0269984,0.00938921,3.89038,0.353432
-0.252716,2.58967E-05,0.000976895,0.0991616,-0.0269984,0.00938921,3.89399,0.353014
-0.252257,2.63454E-05,0.000975132,0.0991616,-0.0269984,0.00938921,3.89812,0.352556
-0.251767,2.68228E-05,0.000973253,0.0991616,-0.0269984,0.00938921,3.90221,0.352068
-0.251825,0.000026766,0.000973477,0.0991616,-0.0269984,0.00938921,3.90596,0.352126
-0.251881,2.67115E-05,0.000973692,0.0991616,-0.0269984,0.00938921,3.90951,0.352182
-0.251939,2.66552E-05,0.000973914,0.0991616,-0.0269984,0.00938921,3.91321,0.35224
-0.252107,2.64915E-05,0.000974559,0.0991616,-0.0269984,0.00938921,3.91824,0.352407
-0.252236,2.63656E-05,0.000975054,0.0991616,-0.0269984,0.00938921,3.92212,0.352536
-0.252026,2.65711E-05,0.000974247,0.0992578,-0.0270021,0.0093903,3.92584,0.352422
-0.251826,0.000026766,0.000973481,0.0992578,-0.0270021,0.0093903,3.9294,0.352223
-0.251898,2.66955E-05,0.000973758,0.0992578,-0.0270021,0.0093903,3.93346,0.352295
-0.251963,2.66322E-05,0.000974007,0.0992578,-0.0270021,0.0093903,3.93707,0.35236
-0.252023,2.65741E-05,0.000974236,0.0992578,-0.0270021,0.0093903,3.9404,0.352419
-0.252155,2.64448E-05,0.000974746,0.0992578,-0.0270021,0.0093903,3.94412,0.352552
-0.252277,0.000026326,0.000975214,0.0992578,-0.0270021,0.0093903,3.94756,0.352673
-0.251617,2.69698E-05,0.00097268,0.0992578,-0.0270021,0.0093903,3.95317,0.352015
-0.251126,2.74475E-05,0.000970794,0.0992578,-0.0270021,0.0093903,3.9573,0.351526
-0.250677,2.78834E-05,0.000969071,0.0992578,-0.0270021,0.0093903,3.9611,0.351078
-0.250731,0.000027831,0.000969278,0.0992578,-0.0270021,0.0093903,3.96489,0.351132
-0.250804,2.77603E-05,0.000969558,0.0992578,-0.0270021,0.0093903,3.96956,0.351205
-0.251222,2.73545E-05,0.000971166,0.0992578,-0.0270021,0.0093903,3.9738,0.351622
-0.251561,2.70258E-05,0.000972467,0.0992578,-0.0270021,0.0093903,3.97724,0.351959
-0.251911,2.66854E-05,0.000973812,0.0992578,-0.0270021,0.0093903,3.98086,0.352308
-0.251233,2.73458E-05,0.000971205,0.0992578,-0.0270021,0.0093903,3.98678,0.351632
-0.250773,2.77922E-05,0.000969439,0.0993765,-0.0270025,0.00940035,3.99072,0.351293
-0.250831,2.77361E-05,0.000969661,0.0993765,-0.0270025,0.00940035,3.99426,0.35135
-0.250889,2.76798E-05,0.000969884,0.0993765,-0.0270025,0.00940035,3.99807,0.351408
-0.251052,2.75222E-05,0.000970508,0.0993765,-0.0270025,0.00940035,4.00289,0.35157
-0.251168,2.74088E-05,0.000970955,0.0993765,-0.0270025,0.00940035,4.0063,0.351687
-0.251286,0.000027295,0.000971405,0.0993765,-0.0270025,0.00940035,4.00984,0.351803
-0.251081,2.74933E-05,0.000970619,0.0993765,-0.0270025,0.00940035,4.01366,0.3516
-0.250749,2.78159E-05,0.00096934,0.0993765,-0.0270025,0.00940035,4.01957,0.351269
-0.25081,2.77567E-05,0.000969574,0.0993765,-0.0270025,0.00940035,4.02305,0.35133
-0.250873,2.76962E-05,0.000969814,0.0993765,-0.0270025,0.00940035,4.0266,0.351392
-0.250937,2.76337E-05,0.000970061,0.0993765,-0.0270025,0.00940035,4.03039,0.351456
-0.25139,2.71939E-05,0.000971807,0.0993765,-0.0270025,0.00940035,4.03494,0.351908
-0.251781,2.68139E-05,0.000973314,0.0993765,-0.0270025,0.00940035,4.03894,0.352297
-0.251615,2.69755E-05,0.000972674,0.0993765,-0.0270025,0.00940035,4.04253,0.352132
-0.251465,2.71216E-05,0.000972095,0.0993765,-0.0270025,0.00940035,4.0458,0.351982
-0.25121,0.00002737,0.000971111,0.0993765,-0.0270025,0.00940035,4.05144,0.351728
-0.251278,0.000027304,0.000971373,0.0993765,-0.0270025,0.00940035,4.05555,0.351795
-0.251338,0.000027245,0.000971607,0.099513,-0.0269954,0.00934199,4.05928,0.35199
-0.251466,2.71213E-05,0.000972097,0.099513,-0.0269954,0.00934199,4.06299,0.352117
-0.251625,2.69661E-05,0.000972713,0.099513,-0.0269954,0.00934199,4.06766,0.352276
-0.251756,2.68386E-05,0.000973219,0.099513,-0.0269954,0.00934199,4.07139,0.352407
-0.251181,2.73989E-05,0.000970999,0.099513,-0.0269954,0.00934199,4.07629,0.351833
-0.250734,2.78328E-05,0.000969275,0.099513,-0.0269954,0.00934199,4.08027,0.351388
-0.250954,2.76196E-05,0.000970124,0.099513,-0.0269954,0.00934199,4.08639,0.351607
-0.251086,2.74913E-05,0.000970635,0.099513,-0.0269954,0.00934199,4.08993,0.351738
-0.251209,2.73718E-05,0.00097111,0.099513,-0.0269954,0.00934199,4.09334,0.351861
-0.25134,2.72446E-05,0.000971616,0.099513,-0.0269954,0.00934199,4.09702,0.351992
-0.251513,2.70764E-05,0.000972284,0.099513,-0.0269954,0.00934199,4.10183,0.352164
-0.251051,2.75254E-05,0.000970502,0.099513,-0.0269954,0.00934199,4.10575,0.351704
-0.250636,2.79288E-05,0.000968899,0.099513,-0.0269954,0.00934199,4.10928,0.35129
-0.25069,2.78761E-05,0.000969108,0.099513,-0.0269954,0.00934199,4.11316,0.351344
-0.250782,2.77868E-05,0.000969463,0.099513,-0.0269954,0.00934199,4.11923,0.351436
-0.2509,2.76722E-05,0.00096992,0.099513,-0.0269954,0.00934199,4.12259,0.351554
-0.251016,2.75603E-05,0.000970365,0.0997493,-0.0269924,0.00932841,4.12587,0.351904
-0.251152,2.74278E-05,0.000970892,0.0997493,-0.0269924,0.00932841,4.1298,0.35204
-0.250452,2.81078E-05,0.000968189,0.0997493,-0.0269924,0.00932841,4.13568,0.351342
-0.249975,2.85699E-05,0.000966346,0.0997493,-0.0269924,0.00932841,4.13968,0.350866
-0.25004,2.85068E-05,0.000966598,0.0997493,-0.0269924,0.00932841,4.14397,0.350931
-0.250105,2.84436E-05,0.00096685,0.0997493,-0.0269924,0.00932841,4.1486,0.350996
-0.250284,2.82711E-05,0.00096754,0.0997493,-0.0269924,0.00932841,4.15345,0.351174
-0.250401,2.81573E-05,0.000967994,0.0997493,-0.0269924,0.00932841,4.15688,0.351291
-0.250521,2.80418E-05,0.000968455,0.0997493,-0.0269924,0.00932841,4.16038,0.35141
-0.250077,2.84718E-05,0.000966741,0.0997493,-0.0269924,0.00932841,4.16426,0.350968
-0.249327,2.91962E-05,0.000963848,0.0997493,-0.0269924,0.00932841,4.17053,0.350221
-0.24938,2.91457E-05,0.00096405,0.0997493,-0.0269924,0.00932841,4.17427,0.350273
-0.249456,2.90724E-05,0.000964344,0.0997493,-0.0269924,0.00932841,4.17977,0.350349
-0.249599,0.000028934,0.000964898,0.0997493,-0.0269924,0.00932841,4.18422,0.350492
-0.249715,2.88225E-05,0.000965344,0.0997493,-0.0269924,0.00932841,4.1878,0.350607
-0.249826,2.87153E-05,0.000965772,0.100052,-0.0269994,0.0093425,4.19127,0.351021
-0.249442,2.90858E-05,0.000964292,0.100052,-0.0269994,0.0093425,4.19454,0.350638
-0.249053,2.94613E-05,0.00096279,0.100052,-0.0269994,0.0093425,4.19785,0.35025
-0.249134,2.93833E-05,0.000963102,0.100052,-0.0269994,0.0093425,4.20369,0.350331
-0.24919,2.93288E-05,0.00096332,0.100052,-0.0269994,0.0093425,4.20776,0.350387
-0.249244,2.92776E-05,0.000963525,0.100052,-0.0269994,0.0093425,4.21161,0.35044
-0.249384,0.000029142,0.000964068,0.100052,-0.0269994,0.0093425,4.21607,0.350581
-0.249507,0.000029024,0.00096454,0.100052,-0.0269994,0.0093425,4.2196,0.350703
-0.249112,2.94048E-05,0.000963018,0.100052,-0.0269994,0.0093425,4.22297,0.350309
-0.248711,2.97906E-05,0.000961474,0.100052,-0.0269994,0.0093425,4.22634,0.34991
-0.248303,3.01834E-05,0.000959899,0.100052,-0.0269994,0.0093425,4.22992,0.349503
-0.248378,3.01108E-05,0.00096019,0.100052,-0.0269994,0.0093425,4.2354,0.349578
-0.248438,3.00534E-05,0.00096042,0.100052,-0.0269994,0.0093425,4.23979,0.349638
-0.24857,2.99265E-05,0.00096093,0.100052,-0.0269994,0.0093425,4.24366,0.349769
-0.248694,2.98076E-05,0.000961407,0.100052,-0.0269994,0.0093425,4.24729,0.349893
-0.24884,2.96678E-05,0.000961967,0.100052,-0.0269994,0.0093425,4.25154,0.350038
-0.248427,3.00649E-05,0.000960378,0.100052,-0.0269994,0.0093425,4.25504,0.349626
-0.248019,3.04561E-05,0.000958809,0.100317,-0.026968,0.00935439,4.2585,0.349482
-0.247615,3.08434E-05,0.000957254,0.100317,-0.026968,0.00935439,4.26196,0.349079
-0.247684,3.07777E-05,0.000957518,0.100317,-0.026968,0.00935439,4.26664,0.349148
-0.247756,0.000030709,0.000957793,0.100317,-0.026968,0.00935439,4.27114,0.349219
-0.247896,3.05749E-05,0.000958332,0.100317,-0.026968,0.00935439,4.27534,0.349359
-0.248068,3.04102E-05,0.000958993,0.100317,-0.026968,0.00935439,4.28048,0.34953
-0.247589,3.08688E-05,0.000957155,0.100317,-0.026968,0.00935439,4.28461,0.349053
-0.247193,0.000031248,0.000955632,0.100317,-0.026968,0.00935439,4.28802,0.348659
-0.246804,3.16203E-05,0.000954135,0.100317,-0.026968,0.00935439,4.29136,0.34827
-0.246855,3.15717E-05,0.00095433,0.100317,-0.026968,0.00935439,4.29473,0.348321
-0.246931,0.000031499,0.000954623,0.100317,-0.026968,0.00935439,4.30005,0.348397
-0.247101,0.000031337,0.000955274,0.100317,-0.026968,0.00935439,4.30502,0.348566
-0.247234,3.12096E-05,0.000955786,0.100317,-0.026968,0.00935439,4.30917,0.348699
-0.247349,3.10992E-05,0.00095623,0.100317,-0.026968,0.00935439,4.31264,0.348814
-0.246873,3.15543E-05,0.000954405,0.100317,-0.026968,0.00935439,4.31678,0.34834
-0.246453,3.19552E-05,0.000952794,0.100317,-0.026968,0.00935439,4.32034,0.347921
-0.2467,3.17206E-05,0.000953736,0.100317,-0.026968,0.00935439,4.32358,0.348166
-0.246961,3.14711E-05,0.000954737,0.100581,-0.0269619,0.00936045,4.32705,0.348691
-0.247243,3.12023E-05,0.000955814,0.100581,-0.0269619,0.00936045,4.33083,0.348971
-0.247426,3.10269E-05,0.000956517,0.100581,-0.0269619,0.00936045,4.33631,0.349154
-0.247576,3.08835E-05,0.000957092,0.100581,-0.0269619,0.00936045,4.34084,0.349304
-0.246999,3.14363E-05,0.000954882,0.100581,-0.0269619,0.00936045,4.34571,0.348728
-0.246489,3.19232E-05,0.000952931,0.100581,-0.0269619,0.00936045,4.35006,0.34822
-0.246819,3.16089E-05,0.00095419,0.100581,-0.0269619,0.00936045,4.35378,0.348548
-0.247161,0.000031282,0.000955498,0.100581,-0.0269619,0.00936045,4.35768,0.34889
-0.247507,3.09518E-05,0.000956817,0.100581,-0.0269619,0.00936045,4.36162,0.349234
-0.248121,3.03644E-05,0.000959164,0.100581,-0.0269619,0.00936045,4.36798,0.349846
-0.247528,3.09325E-05,0.000956903,0.100581,-0.0269619,0.00936045,4.37306,0.349256
-0.247004,3.14343E-05,0.000954901,0.100581,-0.0269619,0.00936045,4.37752,0.348733
-0.246493,3.19222E-05,0.00095295,0.100581,-0.0269619,0.00936045,4.38207,0.348224
-0.246557,0.000031861,0.000953195,0.100581,-0.0269619,0.00936045,4.38611,0.348288
-0.246609,3.18118E-05,0.000953391,0.100581,-0.0269619,0.00936045,4.38943,0.348339
-0.246736,3.16904E-05,0.000953877,0.100777,-0.0269818,0.0094208,4.3932,0.348665
-0.24685,3.15822E-05,0.00095431,0.100777,-0.0269818,0.0094208,4.39656,0.348778
-0.247025,3.14148E-05,0.000954979,0.100777,-0.0269818,0.0094208,4.4019,0.348952
-0.246517,3.19004E-05,0.000953042,0.100777,-0.0269818,0.0094208,4.40624,0.348446
-0.246114,3.22845E-05,0.000951507,0.100777,-0.0269818,0.0094208,4.40953,0.348044
-0.245719,3.26596E-05,0.000950005,0.100777,-0.0269818,0.0094208,4.41292,0.347651
-0.245786,3.25965E-05,0.000950258,0.100777,-0.0269818,0.0094208,4.41716,0.347717
-0.245841,0.000032544,0.000950468,0.100777,-0.0269818,0.0094208,4.42062,0.347772
-0.245953,3.24378E-05,0.000950893,0.100777,-0.0269818,0.0094208,4.42402,0.347884
-0.24606,3.23358E-05,0.000951301,0.100777,-0.0269818,0.0094208,4.42723,0.347991
-0.246223,3.21806E-05,0.000951922,0.100777,-0.0269818,0.0094208,4.43248,0.348153
-0.24554,3.28309E-05,0.000949325,0.100777,-0.0269818,0.0094208,4.43809,0.347472
-0.245073,3.32738E-05,0.000947551,0.100777,-0.0269818,0.0094208,4.44204,0.347008
-0.24515,3.32013E-05,0.000947842,0.100777,-0.0269818,0.0094208,4.44592,0.347084
-0.245238,3.31178E-05,0.000948177,0.100777,-0.0269818,0.0094208,4.45047,0.347172
-0.24537,3.29931E-05,0.000948677,0.100777,-0.0269818,0.0094208,4.45427,0.347303
-0.245501,3.28686E-05,0.000949176,0.100777,-0.0269818,0.0094208,4.4581,0.347433
-0.245628,3.27481E-05,0.000949659,0.100989,-0.0269757,0.00932864,4.46182,0.347768
-0.244986,3.33573E-05,0.000947226,0.100989,-0.0269757,0.00932864,4.46739,0.347129
-0.244416,3.38972E-05,0.000945063,0.100989,-0.0269757,0.00932864,4.47211,0.346561
-0.244801,3.35335E-05,0.000946523,0.100989,-0.0269757,0.00932864,4.47684,0.346944
-0.245073,3.32767E-05,0.000947553,0.100989,-0.0269757,0.00932864,4.48022,0.347215
-0.245216,3.31408E-05,0.000948098,0.100989,-0.0269757,0.00932864,4.48432,0.347357
-0.245336,0.000033027,0.000948555,0.100989,-0.0269757,0.00932864,4.4877,0.347477
-0.245452,3.29164E-05,0.000948999,0.100989,-0.0269757,0.00932864,4.49102,0.347593
-0.245056,3.32922E-05,0.000947491,0.100989,-0.0269757,0.00932864,4.4944,0.347199
-0.244632,3.36943E-05,0.000945877,0.100989,-0.0269757,0.00932864,4.4982,0.346776
-0.245254,3.31066E-05,0.000948241,0.100989,-0.0269757,0.00932864,4.50471,0.347395
-0.245599,3.27793E-05,0.000949555,0.100989,-0.0269757,0.00932864,4.50837,0.347739
-0.245902,3.24911E-05,0.00095071,0.100989,-0.0269757,0.00932864,4.51161,0.348041
-0.246411,3.20072E-05,0.000952645,0.100989,-0.0269757,0.00932864,4.51723,0.348549
-0.246837,3.16017E-05,0.000954263,0.100989,-0.0269757,0.00932864,4.52127,0.348973
-0.24641,3.20087E-05,0.000952638,0.100989,-0.0269757,0.00932864,4.52498,0.348548
-0.24595,3.24475E-05,0.000950883,0.101097,-0.0270085,0.00934472,4.529,0.3482
-0.246057,3.23454E-05,0.000951293,0.101097,-0.0270085,0.00934472,4.53537,0.348307
-0.246142,3.22645E-05,0.000951617,0.101097,-0.0270085,0.00934472,4.54042,0.348392
-0.246279,3.21344E-05,0.000952138,0.101097,-0.0270085,0.00934472,4.54438,0.348528
-0.246423,0.000031997,0.000952687,0.101097,-0.0270085,0.00934472,4.54947,0.348672
-0.245543,3.28356E-05,0.000949329,0.101097,-0.0270085,0.00934472,4.55618,0.347795
-0.244919,3.34274E-05,0.000946951,0.101097,-0.0270085,0.00934472,4.56157,0.347173
-0.245593,3.27895E-05,0.00094952,0.101097,-0.0270085,0.00934472,4.5703,0.347845
-0.246206,3.22079E-05,0.000951853,0.101097,-0.0270085,0.00934472,4.576,0.348455
-0.245248,3.31194E-05,0.000948198,0.101097,-0.0270085,0.00934472,4.58429,0.347501
-0.244627,0.000033708,0.000945829,0.101097,-0.0270085,0.00934472,4.58954,0.346882
-0.244736,3.36049E-05,0.000946245,0.10119,-0.0269859,0.00934374,4.59653,0.347082
-0.245537,3.28474E-05,0.000949297,0.10119,-0.0269859,0.00934374,4.60491,0.34788
-0.246095,3.23174E-05,0.000951426,0.10119,-0.0269859,0.00934374,4.61069,0.348436
-0.245266,3.31064E-05,0.000948256,0.10119,-0.0269859,0.00934374,4.61781,0.34761
-0.245357,3.30196E-05,0.000948606,0.10119,-0.0269859,0.00934374,4.62382,0.347701
-0.245448,3.29341E-05,0.000948951,0.10119,-0.0269859,0.00934374,4.62985,0.347791
-0.246124,3.22919E-05,0.000951544,0.10119,-0.0269859,0.00934374,4.63681,0.348465
-0.245459,3.29245E-05,0.000949,0.10119,-0.0269859,0.00934374,4.64246,0.347803
-0.24483,3.35221E-05,0.000946589,0.10119,-0.0269859,0.00934374,4.648,0.347175
-0.245361,3.30193E-05,0.000948628,0.10119,-0.0269859,0.00934374,4.65487,0.347704
-0.245844,3.25611E-05,0.000950481,0.101337,-0.0269885,0.00930444,4.66123,0.348331
-0.246083,3.23336E-05,0.000951399,0.101337,-0.0269885,0.00930444,4.66807,0.34857
-0.245385,3.29982E-05,0.000948718,0.101337,-0.0269885,0.00930444,4.67409,0.347874
-0.244438,3.38966E-05,0.000945084,0.101337,-0.0269885,0.00930444,4.68274,0.34693
-0.244778,3.35752E-05,0.000946392,0.101337,-0.0269885,0.00930444,4.68922,0.347269
-0.244986,3.33785E-05,0.000947192,0.101337,-0.0269885,0.00930444,4.69526,0.347476
-0.245226,3.31506E-05,0.000948117,0.101337,-0.0269885,0.00930444,4.70221,0.347716
-0.244542,3.37989E-05,0.000945482,0.101337,-0.0269885,0.00930444,4.70802,0.347034
-0.244645,3.37024E-05,0.000945876,0.101337,-0.0269885,0.00930444,4.71361,0.347136
-0.244789,3.35657E-05,0.000946433,0.101337,-0.0269885,0.00930444,4.72165,0.34728
-0.245019,3.33479E-05,0.000947319,0.101505,-0.0269983,0.00926426,4.72815,0.347676
-0.244155,3.41668E-05,0.000943982,0.101505,-0.0269983,0.00926426,4.73541,0.346815
-0.243369,3.49084E-05,0.000940949,0.101505,-0.0269983,0.00926426,4.74203,0.346032
-0.24396,3.43525E-05,0.000943229,0.101505,-0.0269983,0.00926426,4.74957,0.346621
-0.244215,3.41121E-05,0.000944213,0.101505,-0.0269983,0.00926426,4.75646,0.346875
-0.244418,3.39205E-05,0.000944996,0.101505,-0.0269983,0.00926426,4.76208,0.347077
-0.243698,3.46003E-05,0.000942216,0.101505,-0.0269983,0.00926426,4.76824,0.34636
-0.243776,3.45274E-05,0.000942515,0.101505,-0.0269983,0.00926426,4.77332,0.346437
-0.243859,3.44488E-05,0.000942837,0.101505,-0.0269983,0.00926426,4.77883,0.34652
-0.244632,3.37204E-05,0.000945819,0.101505,-0.0269983,0.00926426,4.78633,0.34729
-0.245178,3.32034E-05,0.00094793,0.101505,-0.0269983,0.00926426,4.79165,0.347835
-0.24462,3.37329E-05,0.00094577,0.101722,-0.0270023,0.00934344,4.79643,0.347497
-0.24472,3.36382E-05,0.000946157,0.101722,-0.0270023,0.00934344,4.80271,0.347597
-0.244801,0.000033561,0.000946472,0.101722,-0.0270023,0.00934344,4.80769,0.347678
-0.245249,3.31377E-05,0.000948199,0.101722,-0.0270023,0.00934344,4.81246,0.348124
-0.245869,3.25493E-05,0.000950594,0.101722,-0.0270023,0.00934344,4.81917,0.348742
-0.245226,3.31604E-05,0.00094811,0.101722,-0.0270023,0.00934344,4.82463,0.348101
-0.244634,3.37221E-05,0.00094582,0.101722,-0.0270023,0.00934344,4.82974,0.347511
-0.244729,3.36324E-05,0.000946187,0.101722,-0.0270023,0.00934344,4.83618,0.347606
-0.24481,3.35558E-05,0.000946499,0.101722,-0.0270023,0.00934344,4.84158,0.347686
-0.244975,3.33997E-05,0.000947136,0.101722,-0.0270023,0.00934344,4.84685,0.347851
-0.244167,3.41645E-05,0.000944017,0.101722,-0.0270023,0.00934344,4.85353,0.347046
-0.243595,3.47044E-05,0.000941809,0.101722,-0.0270023,0.00934344,4.85837,0.346476
-0.243663,3.46407E-05,0.00094207,0.101974,-0.0269602,0.00932396,4.86311,0.34679
-0.243742,3.45666E-05,0.000942373,0.101974,-0.0269602,0.00932396,4.86852,0.346869
-0.243923,3.43954E-05,0.000943073,0.101974,-0.0269602,0.00932396,4.87401,0.34705
-0.244128,3.42024E-05,0.000943862,0.101974,-0.0269602,0.00932396,4.88026,0.347254
-0.243268,0.000035014,0.000940545,0.101974,-0.0269602,0.00932396,4.88754,0.346397
-0.242707,3.55421E-05,0.000938379,0.101974,-0.0269602,0.00932396,4.89227,0.345837
-0.242772,3.54809E-05,0.000938631,0.101974,-0.0269602,0.00932396,4.89688,0.345902
-0.243017,3.52509E-05,0.000939573,0.101974,-0.0269602,0.00932396,4.90432,0.346146
-0.243174,3.51031E-05,0.000940178,0.101974,-0.0269602,0.00932396,4.9091,0.346303
-0.242932,3.53306E-05,0.000939246,0.101974,-0.0269602,0.00932396,4.91383,0.346062
-0.242527,3.57108E-05,0.000937687,0.101974,-0.0269602,0.00932396,4.92175,0.345659
-0.242603,3.56401E-05,0.000937977,0.101974,-0.0269602,0.00932396,4.92645,0.345734
-0.242682,3.55653E-05,0.000938284,0.102274,-0.0269528,0.00930309,4.93179,0.346112
-0.242911,3.53506E-05,0.000939164,0.102274,-0.0269528,0.00930309,4.93839,0.34634
-0.242193,3.60249E-05,0.0009364,0.102274,-0.0269528,0.00930309,4.94444,0.345624
-0.241398,3.67699E-05,0.000933337,0.102274,-0.0269528,0.00930309,4.9512,0.344832
-0.24178,0.000036413,0.000934808,0.102274,-0.0269528,0.00930309,4.95614,0.345213
-0.242168,3.60501E-05,0.000936302,0.102274,-0.0269528,0.00930309,4.96122,0.345599
-0.242386,0.000035846,0.000937139,0.102274,-0.0269528,0.00930309,4.96781,0.345817
-0.242575,3.56693E-05,0.000937863,0.102274,-0.0269528,0.00930309,4.97329,0.346004
-0.241828,3.63697E-05,0.000934992,0.102274,-0.0269528,0.00930309,4.9797,0.34526
-0.241921,3.62828E-05,0.000935349,0.102274,-0.0269528,0.00930309,4.98616,0.345353
-0.241987,3.62211E-05,0.000935602,0.102274,-0.0269528,0.00930309,4.99079,0.345419
-0.242141,3.60772E-05,0.000936192,0.102505,-0.0269985,0.00934333,4.9955,0.345807
-0.242351,3.58803E-05,0.000937,0.102505,-0.0269985,0.00934333,5.00206,0.346016
-0.241756,3.64379E-05,0.000934717,0.102505,-0.0269985,0.00934333,5.00705,0.345423
-0.241138,3.70154E-05,0.000932347,0.102505,-0.0269985,0.00934333,5.01229,0.344808
-0.241228,3.69314E-05,0.000932693,0.102505,-0.0269985,0.00934333,5.01846,0.344898
-0.241404,3.67673E-05,0.000933367,0.102505,-0.0269985,0.00934333,5.02348,0.345073
-0.241564,3.66177E-05,0.000933982,0.102505,-0.0269985,0.00934333,5.0281,0.345233
-0.241253,3.69082E-05,0.000932792,0.102505,-0.0269985,0.00934333,5.03407,0.344923
-0.24094,3.72003E-05,0.000931595,0.102505,-0.0269985,0.00934333,5.03996,0.344611
-0.241024,3.71219E-05,0.000931917,0.102505,-0.0269985,0.00934333,5.04538,0.344694
-0.241114,3.70384E-05,0.00093226,0.102505,-0.0269985,0.00934333,5.0511,0.344784
-0.240847,3.72873E-05,0.000931241,0.102505,-0.0269985,0.00934333,5.05607,0.344518
-0.24059,3.75268E-05,0.000930259,0.102505,-0.0269985,0.00934333,5.06092,0.344261
-0.240256,3.78376E-05,0.000928983,0.102715,-0.0269765,0.00929913,5.06764,0.344135
-0.240359,3.77416E-05,0.000929378,0.102715,-0.0269765,0.00929913,5.07369,0.344238
-0.240659,3.74632E-05,0.000930522,0.102715,-0.0269765,0.00929913,5.08315,0.344536
-0.240847,3.72881E-05,0.000931241,0.102715,-0.0269765,0.00929913,5.08844,0.344724
-0.240609,3.75098E-05,0.000930334,0.102715,-0.0269765,0.00929913,5.09367,0.344487
-0.240327,3.77716E-05,0.000929262,0.102715,-0.0269765,0.00929913,5.10017,0.344206
-0.240439,3.76679E-05,0.000929688,0.102715,-0.0269765,0.00929913,5.1065,0.344317
-0.240531,3.75824E-05,0.00093004,0.102715,-0.0269765,0.00929913,5.11198,0.344409
-0.240717,3.74093E-05,0.000930751,0.102715,-0.0269765,0.00929913,5.11747,0.344595
-0.240878,0.000037259,0.000931368,0.102715,-0.0269765,0.00929913,5.12223,0.344756
-0.24032,0.000037779,0.000929237,0.102715,-0.0269765,0.00929913,5.12704,0.344199
-0.2404,3.77049E-05,0.000929541,0.102893,-0.0269627,0.00935315,5.13311,0.344456
-0.240502,0.00003761,0.000929931,0.102893,-0.0269627,0.00935315,5.13975,0.344558
-0.241118,3.70373E-05,0.000932281,0.102893,-0.0269627,0.00935315,5.14629,0.345171
-0.241658,3.65335E-05,0.000934343,0.102893,-0.0269627,0.00935315,5.15208,0.34571
