-0.283596,0,0,0,3.63351,0.283598
-0.283818,-2.43646e-07,0,0,3.63849,0.28382
-0.283925,-3.6108e-07,0,0,3.64168,0.283927
-0.284025,-4.70544e-07,0,0,3.64467,0.284027
-0.28413,-5.85772e-07,0,0,3.64782,0.284132
-0.283885,-3.16658e-07,0,0,3.65296,0.283887
-0.283665,-7.58259e-08,0,0,3.65667,0.283667
-0.283713,-1.28148e-07,0,0,3.66012,0.283715
-0.287069,-3.80737e-06,0.0989417,-0.0269908,3.90189,0.387041
-0.287571,-4.36419e-06,0.0989417,-0.0269908,3.91581,0.387542
-0.286795,-3.50195e-06,0.0989417,-0.0269908,3.92198,0.386768
-0.286205,-2.84842e-06,0.0989417,-0.0269908,3.9269,0.38618
-0.286297,-2.94999e-06,0.0989417,-0.0269908,3.93281,0.386271
-0.286349,-3.00684e-06,0.0989417,-0.0269908,3.93609,0.386323
-0.286453,-3.12203e-06,0.0989417,-0.0269908,3.93925,0.386426
-0.286546,-3.22503e-06,0.0991616,-0.0269984,3.94204,0.38674
-0.286625,-3.313e-06,0.0991616,-0.0269984,3.94445,0.386819
-0.286112,-2.74498e-06,0.0991616,-0.0269984,3.94928,0.386307
-0.285688,-2.2762e-06,0.0991616,-0.0269984,3.95251,0.385884
-0.285337,-1.88889e-06,0.0991616,-0.0269984,3.95567,0.385534
-0.285664,-2.24926e-06,0.0991616,-0.0269984,3.95928,0.38586
-0.285937,-2.55021e-06,0.0991616,-0.0269984,3.96236,0.386132
-0.286262,-2.90969e-06,0.0991616,-0.0269984,3.96609,0.386457
-0.286568,-3.24803e-06,0.0991616,-0.0269984,3.96919,0.386762
-0.286873,-3.58557e-06,0.0991616,-0.0269984,3.97225,0.387066
-0.287127,-3.86714e-06,0.0991616,-0.0269984,3.97483,0.387319
-0.286789,-3.49229e-06,0.0991616,-0.0269984,3.97776,0.386982
-0.286278,-2.92566e-06,0.0991616,-0.0269984,3.98239,0.386472
-0.285869,-2.47345e-06,0.0991616,-0.0269984,3.98575,0.386065
-0.285928,-2.53882e-06,0.0991616,-0.0269984,3.98958,0.386124
-0.285978,-2.5936e-06,0.0991616,-0.0269984,3.99271,0.386173
-0.28602,-2.64089e-06,0.0991616,-0.0269984,3.99542,0.386216
-0.286134,-2.7666e-06,0.0991616,-0.0269984,3.99884,0.386329
