Prediction x (m),Prediction y (m),EKF x (m),EKF y (m),Ground-Truth x (m),Ground-Truth y (m),Time (s),Error (m)
12.5844,0.226042,12.7398,0.528948,12.8138,0.517527,19.32,0.0748862
12.5936,0.226243,12.749,0.529389,12.8808,0.520834,19.3296,0.132122
12.6034,0.226456,12.7587,0.529857,12.8808,0.520834,19.3398,0.122457
12.6154,0.22672,12.7706,0.530429,12.8808,0.520834,19.3506,0.110589
12.6242,0.22691,12.7792,0.530845,12.8808,0.520834,19.3596,0.102066
12.6338,0.22712,12.7887,0.531301,12.8808,0.520834,19.3697,0.0926979
12.6424,0.227308,12.7974,0.531718,12.8808,0.520834,19.3791,0.0841516
12.6523,0.227525,12.8074,0.532198,12.8808,0.520834,19.3891,0.0743317
12.6625,0.227748,12.8176,0.532688,12.9478,0.524139,19.3998,0.130505
12.6745,0.22801,12.8296,0.533263,12.9478,0.524139,19.4108,0.118561
12.6853,0.228245,12.8403,0.533778,12.9478,0.524139,19.4219,0.107918
12.694,0.228437,12.849,0.534198,12.9478,0.524139,19.432,0.0992794
12.7048,0.228672,12.8597,0.534712,12.9478,0.524139,19.441,0.088694
12.7155,0.228906,12.8703,0.535222,12.9478,0.524139,19.4522,0.0782465
12.7246,0.229104,12.8793,0.535655,13.0148,0.527441,19.4616,0.135711
12.7358,0.229349,12.8904,0.536186,13.0148,0.527441,19.4718,0.124707
12.7447,0.229544,12.8994,0.536619,13.0148,0.527441,19.4814,0.115773
12.7542,0.229752,12.9089,0.537078,13.0148,0.527441,19.491,0.106292
12.7648,0.229983,12.9195,0.537587,13.0148,0.527441,19.5007,0.0957882
12.7778,0.230266,12.9325,0.538205,13.0148,0.527441,19.5141,0.0830136
12.787,0.230467,12.9416,0.538647,13.0148,0.527441,19.5238,0.0739891
12.7984,0.230717,12.953,0.539192,13.0817,0.530741,19.5342,0.129015
12.8065,0.230892,12.961,0.539579,13.0817,0.530741,19.5425,0.12108
12.8166,0.231113,12.971,0.540061,13.0817,0.530741,19.5532,0.111133
12.8257,0.231313,12.98,0.540496,13.0817,0.530741,19.5615,0.102191
12.8354,0.231524,12.9896,0.540955,13.0817,0.530741,19.5715,0.092755
12.8437,0.231704,12.9979,0.541358,13.0817,0.530741,19.5802,0.084528
12.8557,0.231967,13.01,0.541936,13.0817,0.530741,19.5912,0.0726396
12.8689,0.232256,13.0232,0.542567,13.1487,0.53404,19.6049,0.125808
12.878,0.232454,13.0323,0.543005,13.1487,0.53404,19.6149,0.116778
12.8888,0.232689,13.043,0.543519,13.1487,0.53404,19.6243,0.106157
12.8986,0.232903,13.0527,0.543989,13.1487,0.53404,19.6343,0.0964826
12.9067,0.23308,13.0608,0.544377,13.1487,0.53404,19.6428,0.0885543
12.9194,0.233356,13.0733,0.544979,13.1487,0.53404,19.6545,0.0761605
12.9279,0.233542,13.0817,0.545384,13.2157,0.537342,19.6632,0.134218
12.9371,0.233743,13.0908,0.545822,13.2157,0.537342,19.673,0.125175
12.9488,0.233998,13.1025,0.546384,13.2157,0.537342,19.6836,0.113526
12.9576,0.23419,13.1114,0.546811,13.2157,0.537342,19.6927,0.104721
12.9674,0.234404,13.1212,0.547282,13.2157,0.537342,19.703,0.0950164
12.979,0.234657,13.1328,0.547838,13.2157,0.537342,19.7139,0.0835582
12.9893,0.234883,13.1431,0.548333,13.2157,0.537342,19.7243,0.0734165
12.9988,0.235089,13.1525,0.548785,13.2827,0.540647,19.7342,0.130455
13.0085,0.2353,13.1621,0.549248,13.2827,0.540647,19.743,0.120885
13.0184,0.235517,13.1719,0.549722,13.2827,0.540647,19.7533,0.111109
13.0266,0.235696,13.18,0.550113,13.2827,0.540647,19.7619,0.103092
13.0371,0.235926,13.1904,0.550614,13.2827,0.540647,19.7718,0.0927746
13.0485,0.236174,13.2019,0.551161,13.2827,0.540647,19.7833,0.0815032
13.0571,0.236362,13.2105,0.55158,13.2827,0.540647,19.7924,0.0729759
13.0684,0.236608,13.2218,0.552121,13.3497,0.543956,19.8029,0.128094
13.0824,0.236912,13.2357,0.552785,13.3497,0.543956,19.8172,0.11427
13.0915,0.237112,13.2449,0.553226,13.3497,0.543956,19.8267,0.105203
13.1031,0.237364,13.2564,0.553777,13.3497,0.543956,19.8374,0.0938041
13.1122,0.237563,13.2654,0.554214,13.3497,0.543956,19.8468,0.084867
13.1213,0.237761,13.2744,0.554647,13.3497,0.543956,19.8563,0.0760328
13.133,0.238015,13.2859,0.5552,13.4166,0.547269,19.867,0.130976
13.1416,0.238205,13.2947,0.555623,13.4166,0.547269,19.8759,0.122253
13.1517,0.238425,13.3048,0.556111,13.4166,0.547269,19.8866,0.112168
13.1614,0.238636,13.3145,0.556576,13.4166,0.547269,19.8955,0.102564
13.1748,0.238927,13.3279,0.557215,13.4166,0.547269,19.9095,0.0893236
13.1843,0.239135,13.3374,0.557674,13.4166,0.547269,19.9195,0.0799268
13.1944,0.239356,13.3475,0.558158,13.4836,0.550584,19.9288,0.136382
13.2036,0.239555,13.3565,0.558596,13.4836,0.550584,19.9382,0.127363
13.2117,0.239733,13.3646,0.558988,13.4836,0.550584,19.9471,0.119315
13.2221,0.239958,13.3748,0.55948,13.4836,0.550584,19.9562,0.109157
13.2319,0.240173,13.3846,0.559951,13.4836,0.550584,19.9665,0.0994726
13.2403,0.240355,13.393,0.560358,13.4836,0.550584,19.9752,0.0911371
13.2511,0.240591,13.4039,0.560879,13.4836,0.550584,19.9852,0.0803997
13.2594,0.240771,13.4122,0.56128,13.4836,0.550584,19.9938,0.0722466
13.2705,0.241013,13.4233,0.561813,13.5506,0.5539,20.0054,0.127577
13.283,0.241286,13.4358,0.562412,13.5506,0.5539,20.0168,0.115133
13.2916,0.241474,13.4444,0.562827,13.5506,0.5539,20.0258,0.106613
13.3016,0.241691,13.4543,0.563304,13.5506,0.5539,20.0363,0.0968058
13.3113,0.241903,13.4639,0.56377,13.5506,0.5539,20.0452,0.0872426
13.3204,0.242101,13.4729,0.564204,13.5506,0.5539,20.0545,0.0783848
13.3287,0.242283,13.4811,0.564603,13.6176,0.557216,20.0636,0.136659
13.3395,0.242517,13.4917,0.565113,13.6176,0.557216,20.0731,0.126108
13.3489,0.242721,13.5012,0.565568,13.6176,0.557216,20.0828,0.116716
13.3581,0.242923,13.5105,0.566015,13.6176,0.557216,20.0912,0.107498
13.3695,0.243171,13.5219,0.566563,13.6176,0.557216,20.103,0.0961768
13.3869,0.243549,13.5392,0.567389,13.6176,0.557216,20.1213,0.0790411
13.3989,0.243812,13.5512,0.567963,13.6846,0.56053,20.1325,0.133592
13.4076,0.244001,13.5598,0.56838,13.6846,0.56053,20.1413,0.12502
13.4175,0.244217,13.5697,0.568855,13.6846,0.56053,20.1517,0.115234
13.4273,0.24443,13.5793,0.569322,13.6846,0.56053,20.1609,0.105615
13.4378,0.244658,13.5897,0.569819,13.6846,0.56053,20.1715,0.0953833
13.4463,0.244843,13.5982,0.570233,13.6846,0.56053,20.1806,0.0869055
13.4574,0.245086,13.6094,0.570769,13.6846,0.56053,20.1906,0.0758933
13.4681,0.245319,13.6201,0.571284,13.7516,0.563842,20.2016,0.131685
13.4784,0.245543,13.6304,0.571779,13.7516,0.563842,20.2125,0.121438
13.489,0.245774,13.641,0.572287,13.7516,0.563842,20.2222,0.110935
13.4987,0.245986,13.6506,0.572755,13.7516,0.563842,20.2324,0.101321
13.5075,0.246176,13.6593,0.573174,13.7516,0.563842,20.2414,0.0927456
13.519,0.246428,13.6708,0.573726,13.7516,0.563842,20.252,0.0813846
13.5277,0.246616,13.6793,0.574139,13.7516,0.563842,20.261,0.0729714
13.5376,0.246831,13.6891,0.57461,13.8185,0.56715,20.2713,0.129681
13.5471,0.247038,13.6986,0.57507,13.8185,0.56715,20.2802,0.12018
13.5573,0.247261,13.7089,0.575566,13.8185,0.56715,20.2908,0.109933
13.5675,0.247484,13.7192,0.576059,13.8185,0.56715,20.3014,0.0997782
13.5854,0.247872,13.737,0.576907,13.8185,0.56715,20.3177,0.0821353
13.5936,0.248051,13.7451,0.577303,13.8185,0.56715,20.3261,0.0740948
13.6036,0.248268,13.7551,0.57778,13.8855,0.570457,20.3366,0.130673
13.6127,0.248467,13.7641,0.57822,13.8855,0.570457,20.345,0.121626
13.6225,0.24868,13.7738,0.578686,13.8855,0.570457,20.355,0.112022
13.6308,0.24886,13.782,0.579083,13.8855,0.570457,20.3641,0.103896
13.642,0.249105,13.7931,0.579618,13.8855,0.570457,20.3741,0.0928717
13.6526,0.249336,13.8037,0.58013,13.8855,0.570457,20.3852,0.0823506
13.6613,0.249524,13.8124,0.580549,13.8855,0.570457,20.3939,0.073803
13.6723,0.249762,13.8234,0.581077,13.9525,0.573764,20.4053,0.12931
13.6854,0.250048,13.8365,0.581704,13.9525,0.573764,20.4188,0.116261
13.6941,0.250238,13.8452,0.582124,13.9525,0.573764,20.4279,0.107649
13.7051,0.250477,13.8561,0.58265,13.9525,0.573764,20.438,0.0967844
13.7136,0.250661,13.8645,0.583057,13.9525,0.573764,20.4467,0.0884774
13.7226,0.250857,13.8734,0.583487,13.9525,0.573764,20.4562,0.0796914
13.7345,0.251117,13.8852,0.584056,14.0195,0.577073,20.4671,0.134421
13.7431,0.251303,13.8938,0.584472,14.0195,0.577073,20.4759,0.125846
13.7535,0.251529,13.9043,0.584975,14.0195,0.577073,20.4869,0.115445
13.763,0.251737,13.9139,0.585436,14.0195,0.577073,20.4956,0.105935
13.7729,0.251952,13.9238,0.585914,14.0195,0.577073,20.5058,0.0961031
13.7898,0.252318,13.9406,0.586715,14.0195,0.577073,20.5214,0.079477
13.7991,0.252523,13.9499,0.587166,14.0195,0.577073,20.5313,0.0702783
13.8087,0.252729,13.9594,0.587622,14.0865,0.580386,20.5409,0.127293
13.8201,0.252979,13.9707,0.588169,14.0865,0.580386,20.5514,0.115974
13.8281,0.253153,13.9787,0.588554,14.0865,0.580386,20.5596,0.108105
13.8391,0.253391,13.9895,0.589075,14.0865,0.580386,20.5712,0.0973677
13.8502,0.253632,14.0006,0.58961,14.0865,0.580386,20.5819,0.0863345
13.8593,0.25383,14.0097,0.59005,14.0865,0.580386,20.5907,0.0773286
13.8697,0.254057,14.0202,0.590554,14.1534,0.583702,20.6019,0.133409
13.8877,0.254449,14.0382,0.591411,14.1534,0.583702,20.6205,0.115516
13.8972,0.254655,14.0476,0.591868,14.1534,0.583702,20.6304,0.106104
13.9076,0.25488,14.0579,0.592363,14.1534,0.583702,20.6398,0.0959119
13.9178,0.255103,14.0681,0.592853,14.1534,0.583702,20.6503,0.0858478
13.9259,0.255279,14.0761,0.593241,14.1534,0.583702,20.6587,0.0779537
13.9356,0.255489,14.0856,0.593702,14.2204,0.587022,20.6689,0.134982
13.9457,0.255709,14.0958,0.594192,14.2204,0.587022,20.6781,0.124836
13.9556,0.255924,14.1057,0.594672,14.2204,0.587022,20.6883,0.11493
13.965,0.256128,14.1152,0.595127,14.2204,0.587022,20.6991,0.105566
13.9808,0.256471,14.1309,0.595879,14.2204,0.587022,20.7148,0.0899444
13.9895,0.256661,14.1396,0.596301,14.2204,0.587022,20.7237,0.0813189
14.0013,0.256916,14.1513,0.596863,14.2874,0.590344,20.7345,0.136236
14.0106,0.25712,14.1606,0.597313,14.2874,0.590344,20.7442,0.126962
14.0206,0.257335,14.1705,0.597788,14.2874,0.590344,20.7546,0.11719
14.0301,0.257543,14.1799,0.598244,14.2874,0.590344,20.7633,0.107806
14.0397,0.257751,14.1893,0.598701,14.2874,0.590344,20.7733,0.0984229
14.0492,0.257957,14.1989,0.599161,14.2874,0.590344,20.7832,0.0889706
14.059,0.25817,14.2088,0.599638,14.2874,0.590344,20.7922,0.0792016
14.0694,0.258396,14.2191,0.600138,14.3544,0.593667,20.8029,0.135408
14.0822,0.258675,14.232,0.600753,14.3544,0.593667,20.8164,0.122639
14.0918,0.258882,14.2415,0.601214,14.3544,0.593667,20.8252,0.11315
14.1016,0.259096,14.2513,0.601687,14.3544,0.593667,20.8353,0.103414
14.1102,0.259283,14.2598,0.602102,14.3544,0.593667,20.8445,0.0949324
14.1213,0.259523,14.2708,0.602629,14.3544,0.593667,20.8545,0.0840821
14.1297,0.259706,14.2791,0.603034,14.3544,0.593667,20.8632,0.0758618
14.1392,0.259912,14.2885,0.603486,14.4214,0.596989,20.8732,0.133071
14.1504,0.260156,14.2997,0.604028,14.4214,0.596989,20.8835,0.121863
14.1589,0.26034,14.3083,0.604442,14.4214,0.596989,20.8924,0.113351
14.1697,0.260574,14.3191,0.604961,14.4214,0.596989,20.9036,0.102639
14.1877,0.260965,14.337,0.605819,14.4214,0.596989,20.9222,0.0848088
14.1964,0.261154,14.3457,0.606238,14.4214,0.596989,20.932,0.0762573
14.2071,0.261387,14.3564,0.606753,14.4884,0.60031,20.9412,0.132144
14.2177,0.261618,14.3669,0.607262,14.4884,0.60031,20.9521,0.121638
14.2264,0.261806,14.3755,0.607677,14.4884,0.60031,20.9613,0.113132
14.2375,0.262047,14.3864,0.608205,14.4884,0.60031,20.9714,0.10224
14.2463,0.262239,14.3953,0.608637,14.4884,0.60031,20.9811,0.0933945
14.2557,0.262443,14.4048,0.609094,14.4884,0.60031,20.9904,0.0840216
14.2674,0.262696,14.4165,0.609655,14.5553,0.603629,21.0011,0.139005
14.2786,0.262938,14.4276,0.610192,14.5553,0.603629,21.0128,0.127883
14.2879,0.263141,14.437,0.610644,14.5553,0.603629,21.0224,0.118583
14.2995,0.263392,14.4485,0.611197,14.5553,0.603629,21.0332,0.107144
14.3083,0.263584,14.4572,0.611623,14.5553,0.603629,21.0421,0.0984175
14.3194,0.263825,14.4683,0.612155,14.5553,0.603629,21.0538,0.087471
14.3279,0.264009,14.4767,0.612562,14.5553,0.603629,21.0626,0.0791905
14.337,0.264206,14.4856,0.612995,14.6223,0.606945,21.0719,0.136857
14.346,0.264401,14.4947,0.613434,14.6223,0.606945,21.0822,0.127822
14.3575,0.264651,14.5062,0.613989,14.6223,0.606945,21.0919,0.116324
14.3677,0.264873,14.5165,0.614484,14.6223,0.606945,21.1025,0.106115
14.3791,0.26512,14.5279,0.615033,14.6223,0.606945,21.1151,0.0947987
14.3899,0.265354,14.5386,0.61555,14.6223,0.606945,21.1245,0.0841606
14.4005,0.265586,14.5492,0.616063,14.6893,0.610259,21.1353,0.140176
14.4088,0.265765,14.5574,0.616462,14.6893,0.610259,21.144,0.132003
14.4215,0.26604,14.57,0.617068,14.6893,0.610259,21.1556,0.119445
14.4313,0.266252,14.5797,0.617535,14.6893,0.610259,21.1657,0.109831
14.4394,0.266429,14.5877,0.617926,14.6893,0.610259,21.1743,0.101857
14.4508,0.266675,14.5991,0.618474,14.6893,0.610259,21.1847,0.0905482
14.4596,0.266866,14.608,0.618902,14.6893,0.610259,21.1937,0.0817818
14.4692,0.267075,14.6176,0.619369,14.7563,0.613574,21.2038,0.138768
14.4833,0.267382,14.6317,0.620045,14.7563,0.613574,21.2168,0.124694
14.4928,0.267586,14.6411,0.620501,14.7563,0.613574,21.2265,0.11533
14.5022,0.267791,14.6505,0.620955,14.7563,0.613574,21.2364,0.10599
14.5119,0.268002,14.6602,0.621422,14.7563,0.613574,21.2453,0.0963914
14.5218,0.268216,14.67,0.621896,14.7563,0.613574,21.2555,0.0866804
14.5325,0.268448,14.6806,0.622406,14.7563,0.613574,21.2667,0.076223
14.5419,0.268652,14.6901,0.622865,14.8232,0.61689,21.2753,0.133319
14.5529,0.268889,14.701,0.623394,14.8232,0.61689,21.2866,0.122375
14.5613,0.269072,14.7095,0.623804,14.8232,0.61689,21.2955,0.113957
14.5751,0.269372,14.7234,0.624468,14.8232,0.61689,21.3081,0.10018
14.5883,0.269658,14.7365,0.625101,14.8232,0.61689,21.3221,0.0870952
14.5996,0.269902,14.7477,0.625639,14.8232,0.61689,21.3323,0.07604
14.6082,0.270088,14.7563,0.626055,14.8902,0.62021,21.3412,0.134079
14.6185,0.270312,14.7665,0.626549,14.8902,0.62021,21.352,0.123884
14.6284,0.270527,14.7763,0.627025,14.8902,0.62021,21.3612,0.114087
14.6386,0.270748,14.7864,0.627512,14.8902,0.62021,21.3717,0.104084
14.6482,0.270956,14.7961,0.627978,14.8902,0.62021,21.3822,0.0944943
14.6586,0.271182,14.8065,0.628483,14.8902,0.62021,21.3914,0.0841063
14.6689,0.271404,14.8168,0.628979,14.8902,0.62021,21.4019,0.07395
14.6836,0.271724,14.8315,0.629685,14.9572,0.623534,21.4175,0.125827
14.694,0.271947,14.8418,0.630182,14.9572,0.623534,21.4269,0.115579
14.7044,0.272174,14.8522,0.630683,14.9572,0.623534,21.4376,0.105246
14.7133,0.272367,14.8611,0.631112,14.9572,0.623534,21.447,0.0964572
14.7234,0.272586,14.8711,0.631596,14.9572,0.623534,21.4562,0.0865248
14.7342,0.272819,14.8817,0.632111,14.9572,0.623534,21.4674,0.075973
14.7428,0.273005,14.8904,0.632531,15.0242,0.626861,21.4766,0.133938
14.7556,0.273282,14.9032,0.633148,15.0242,0.626861,21.4881,0.121133
14.7649,0.273485,14.9126,0.633601,15.0242,0.626861,21.4983,0.111804
14.7814,0.273841,14.929,0.634387,15.0242,0.626861,21.5128,0.0954787
14.7906,0.27404,14.9382,0.634831,15.0242,0.626861,21.5223,0.0863711
14.8007,0.27426,14.9483,0.63532,15.0242,0.626861,21.533,0.0763655
14.8107,0.274477,14.9582,0.635801,15.0912,0.630189,21.5421,0.133056
14.821,0.2747,14.9685,0.636295,15.0912,0.630189,21.5528,0.122867
14.8298,0.274889,14.9771,0.636716,15.0912,0.630189,21.5621,0.114251
14.8408,0.275127,14.988,0.63724,15.0912,0.630189,21.572,0.103449
14.8493,0.275312,14.9966,0.637657,15.0912,0.630189,21.5815,0.0948999
14.8587,0.275515,15.006,0.638113,15.0912,0.630189,21.5906,0.0855596
14.8716,0.275794,15.0189,0.638733,15.1582,0.633519,21.6038,0.139372
14.8862,0.276112,15.0335,0.639435,15.1582,0.633519,21.619,0.124777
14.8946,0.276293,15.0419,0.639841,15.1582,0.633519,21.6278,0.116464
14.9063,0.276546,15.0535,0.6404,15.1582,0.633519,21.6385,0.104906
14.9154,0.276744,15.0626,0.640842,15.1582,0.633519,21.6483,0.0958585
14.9242,0.276935,15.0713,0.641266,15.1582,0.633519,21.6574,0.0872085
14.9374,0.27722,15.0843,0.641893,15.1582,0.633519,21.6694,0.0743014
14.9465,0.277418,15.0936,0.642339,15.2252,0.636848,21.6787,0.131711
14.9564,0.27763,15.1034,0.642816,15.2252,0.636848,21.6891,0.121889
14.9673,0.277867,15.1144,0.643346,15.2252,0.636848,21.7005,0.110948
14.979,0.278121,15.1261,0.64391,15.2252,0.636848,21.7127,0.0993003
14.9908,0.278375,15.1378,0.644475,15.2252,0.636848,21.7234,0.0876606
15.0009,0.278594,15.1479,0.644963,15.2252,0.636848,21.7339,0.0776701
15.0097,0.278784,15.1566,0.645385,15.2921,0.640176,21.7431,0.135627
15.0206,0.279022,15.1675,0.645912,15.2921,0.640176,21.7532,0.124749
15.029,0.279203,15.1758,0.646316,15.2921,0.640176,21.7618,0.116486
15.0388,0.279415,15.1855,0.646785,15.2921,0.640176,21.7721,0.10687
15.0503,0.279664,15.197,0.647341,15.2921,0.640176,21.7826,0.0953873
15.059,0.279852,15.2057,0.647765,15.2921,0.640176,21.7916,0.0867253
15.0686,0.280059,15.2153,0.64823,15.2921,0.640176,21.8016,0.077217
15.082,0.28035,15.2288,0.648876,15.3591,0.643502,21.8146,0.130426
15.0917,0.280558,15.2384,0.649342,15.3591,0.643502,21.8239,0.12085
15.1022,0.280787,15.2489,0.649849,15.3591,0.643502,21.835,0.110395
15.1121,0.281,15.2587,0.650324,15.3591,0.643502,21.844,0.100645
15.1223,0.281221,15.2688,0.650815,15.3591,0.643502,21.8545,0.0905613
15.1308,0.281405,15.2772,0.651225,15.3591,0.643502,21.8637,0.0822262
15.1424,0.281656,15.2887,0.651777,15.4261,0.646825,21.8741,0.137481
15.1522,0.281869,15.2986,0.652257,15.4261,0.646825,21.8842,0.127596
15.1606,0.282049,15.307,0.652664,15.4261,0.646825,21.8931,0.119244
15.1716,0.282288,15.3181,0.653199,15.4261,0.646825,21.9031,0.108216
15.1846,0.282568,15.331,0.65382,15.4261,0.646825,21.9165,0.095368
15.1928,0.282746,15.3392,0.65422,15.4261,0.646825,21.9252,0.087216
15.204,0.282988,15.3503,0.654758,15.4261,0.646825,21.9353,0.0761706
15.2129,0.28318,15.3591,0.655186,15.4931,0.650147,21.9445,0.134015
15.2231,0.283401,15.3693,0.655676,15.4931,0.650147,21.9552,0.123921
15.233,0.283616,15.3791,0.656155,15.4931,0.650147,21.9648,0.114088
15.2432,0.283836,15.3894,0.65665,15.4931,0.650147,21.9749,0.103886
15.2536,0.28406,15.3998,0.657153,15.4931,0.650147,21.9858,0.0935352
15.2634,0.284273,15.4096,0.65763,15.4931,0.650147,21.9947,0.0837531
15.2737,0.284495,15.4199,0.658127,15.56,0.653469,22.0054,0.140193
15.2862,0.284766,15.4325,0.658731,15.56,0.653469,22.0186,0.12768
15.2965,0.284988,15.4427,0.659226,15.56,0.653469,22.0279,0.117483
15.306,0.285193,15.4521,0.659684,15.56,0.653469,22.0377,0.108077
15.3153,0.285394,15.4614,0.66013,15.56,0.653469,22.0479,0.0989071
15.3259,0.285624,15.4719,0.66064,15.56,0.653469,22.0572,0.0884185
15.3357,0.285836,15.4816,0.661108,15.56,0.653469,22.0673,0.0788147
15.3448,0.286035,15.4908,0.661552,15.627,0.656761,22.077,0.136298
15.3583,0.286332,15.5043,0.662206,15.627,0.656761,22.0894,0.122777
15.3688,0.286565,15.5148,0.662714,15.627,0.656761,22.1005,0.112375
15.3825,0.286879,15.5285,0.663383,15.627,0.656761,22.113,0.0987343
15.392,0.287103,15.538,0.663856,15.627,0.656761,22.123,0.089313
15.4028,0.287366,15.5488,0.664396,15.627,0.656761,22.1344,0.0786548
15.4128,0.287615,15.5587,0.6649,15.6934,0.661298,22.1436,0.134849
15.4232,0.287885,15.569,0.665433,15.6934,0.661298,22.1545,0.124575
15.4319,0.288117,15.5775,0.665881,15.6934,0.661298,22.164,0.116114
15.4445,0.288469,15.5903,0.666559,15.6934,0.661298,22.175,0.103509
15.4549,0.28877,15.6007,0.667124,15.6934,0.661298,22.1859,0.093309
15.4631,0.289019,15.6089,0.667582,15.6934,0.661298,22.1941,0.085251
15.4758,0.289417,15.6216,0.668299,15.6934,0.661298,22.2055,0.0729621
15.4894,0.289865,15.6352,0.669086,15.7594,0.670325,22.2192,0.124578
15.4983,0.290176,15.644,0.669616,15.7594,0.670325,22.2281,0.115809
15.5094,0.290577,15.6551,0.670288,15.7594,0.670325,22.2381,0.10498
15.5192,0.290947,15.6648,0.670894,15.7594,0.670325,22.2483,0.0955129
15.5288,0.291325,15.6743,0.671502,15.7594,0.670325,22.2575,0.0863119
15.5408,0.291814,15.6862,0.672278,15.7594,0.670325,22.2681,0.0750243
15.5501,0.292212,15.6956,0.672909,15.8273,0.682363,22.2775,0.132451
15.5618,0.292727,15.7073,0.673714,15.8273,0.682363,22.2886,0.120962
15.5731,0.293248,15.7186,0.674513,15.8273,0.682363,22.299,0.109945
15.5892,0.294023,15.7346,0.675684,15.8273,0.682363,22.3144,0.0944751
15.6004,0.294596,15.7458,0.676527,15.8273,0.682363,22.3238,0.0839441
15.6107,0.295145,15.756,0.677324,15.8273,0.682363,22.3343,0.074486
15.6195,0.295632,15.7648,0.67802,15.8988,0.695812,22.3432,0.135712
15.6327,0.296381,15.7779,0.679084,15.8988,0.695812,22.3546,0.12295
15.6421,0.296939,15.7871,0.679862,15.8988,0.695812,22.3644,0.113972
15.652,0.297547,15.7969,0.680703,15.8988,0.695812,22.3739,0.104609
15.6643,0.29832,15.8092,0.681782,15.8988,0.695812,22.3843,0.0930593
15.6731,0.298898,15.818,0.682578,15.8988,0.695812,22.3932,0.0849228
15.6845,0.299673,15.8294,0.683639,15.8988,0.695812,22.404,0.0746492
15.7015,0.300859,15.8463,0.685243,15.9715,0.712209,22.4198,0.128838
15.7118,0.301614,15.8566,0.686249,15.9715,0.712209,22.4293,0.118998
15.7225,0.30243,15.8672,0.687325,15.9715,0.712209,22.4393,0.10883
15.7338,0.303306,15.8784,0.688472,15.9715,0.712209,22.4498,0.0984225
15.7434,0.304086,15.8879,0.689482,15.9715,0.712209,22.4589,0.0896795
15.7551,0.305051,15.8995,0.690727,15.9715,0.712209,22.4694,0.0794733
15.7652,0.305905,15.9095,0.691839,16.0439,0.731689,22.4783,0.140745
15.7775,0.306984,15.9219,0.693233,16.0439,0.731689,22.4898,0.128878
15.7897,0.308082,15.934,0.694639,16.0439,0.731689,22.5007,0.11738
15.8017,0.309203,15.9461,0.696063,16.0439,0.731689,22.512,0.106242
15.8141,0.31039,15.9584,0.69756,16.0439,0.731689,22.5235,0.0951275
15.8265,0.311607,15.9707,0.699083,16.0439,0.731689,22.5339,0.0845472
15.8364,0.312617,15.9805,0.700338,16.1149,0.752053,22.5431,0.144634
15.848,0.31382,15.992,0.701824,16.1149,0.752053,22.5539,0.13378
15.8592,0.315022,16.0031,0.703297,16.1149,0.752053,22.5634,0.123415
15.8691,0.3161,16.0128,0.704613,16.1149,0.752053,22.5732,0.114538
15.8814,0.31747,16.025,0.7063,16.1149,0.752053,22.5847,0.103601
15.8917,0.318651,16.0353,0.707748,16.1149,0.752053,22.5939,0.0947601
15.9022,0.319892,16.0459,0.709261,16.1149,0.752053,22.6046,0.0861147
15.922,0.322257,16.0656,0.712119,16.1842,0.773182,22.6216,0.134483
15.9321,0.323518,16.0756,0.713635,16.1842,0.773182,22.6319,0.12535
15.9417,0.324738,16.0851,0.715095,16.1842,0.773182,22.6414,0.1169
15.9546,0.326411,16.0979,0.717085,16.1842,0.773182,22.653,0.105911
15.9646,0.327739,16.1077,0.718659,16.1842,0.773182,22.6627,0.0978016
15.9742,0.329039,16.1172,0.720192,16.1842,0.773182,22.6722,0.0904382
15.9859,0.330643,16.1288,0.722101,16.2518,0.795494,22.6828,0.144171
15.9966,0.332142,16.1395,0.723877,16.2518,0.795494,22.6933,0.134597
16.0074,0.333699,16.1503,0.725716,16.2518,0.795494,22.704,0.125098
16.0258,0.336381,16.1686,0.728859,16.2518,0.795494,22.7225,0.109837
16.0365,0.337998,16.1792,0.73075,16.2518,0.795494,22.7335,0.101513
16.0464,0.339505,16.1889,0.732505,16.3184,0.818661,22.7424,0.156288
16.0573,0.341214,16.1998,0.734488,16.3184,0.818661,22.7537,0.146601
16.067,0.342753,16.2093,0.736269,16.3184,0.818661,22.7638,0.138248
16.0779,0.344509,16.22,0.738293,16.3184,0.818661,22.7734,0.129137
16.0886,0.346256,16.2307,0.740326,16.3184,0.818661,22.7844,0.120418
16.0973,0.347715,16.2394,0.742023,16.3184,0.818661,22.7933,0.113563
16.1087,0.34964,16.2508,0.744247,16.3184,0.818661,22.8036,0.10518
16.1242,0.352307,16.2662,0.747308,16.3847,0.842866,22.8196,0.153382
16.1347,0.354139,16.2765,0.74941,16.3847,0.842866,22.8292,0.144539
16.145,0.355987,16.2867,0.751522,16.3847,0.842866,22.8387,0.136042
16.1556,0.357915,16.2972,0.753717,16.3847,0.842866,22.8493,0.12766
16.1655,0.359722,16.3069,0.755771,16.3847,0.842866,22.8584,0.120302
16.1773,0.361935,16.3185,0.758275,16.3847,0.842866,22.8687,0.111985
16.1866,0.36369,16.3278,0.760286,16.451,0.86825,22.8776,0.164791
16.1991,0.366107,16.3403,0.763034,16.451,0.86825,22.8898,0.154152
16.2097,0.368165,16.3508,0.765371,16.451,0.86825,22.9007,0.145561
16.2228,0.37077,16.3638,0.768316,16.451,0.86825,22.915,0.135332
16.2351,0.373246,16.376,0.771105,16.451,0.86825,22.925,0.126376
